index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_centroid,19_00_centroid,distance_in_meters_from_centroid
4118,ELCITA,12.8499668,77.6623991,Office,"Electronic City, Bengaluru",0.5326880498718399,1.96217352451901,3,3,184
4119,T%C3%9CV Rheinland (India) Pvt. Ltd.,12.8435452,77.6651963,Office,"Electronic City, Bengaluru",0.27824089888411935,2.0540886429643193,5,5,318
4120,Tektide Global,12.8404586,77.6626442,Office,"Electronic City, Bengaluru",0.539377479190803,1.7754484830650816,4,4,240
4121,Semicon Park,12.8465714,77.675579,Office,"Electronic City, Bengaluru",1.3358719065463966,3.214214408160991,12,13,766
4122,TaxiVixi%C2%AE,12.8406224,77.6626073,Office,"Electronic City, Bengaluru",0.5219293308231341,1.7699680656421617,4,4,243
4123,Altorum Leren Private Limited,12.8430636,77.656476,Office,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
4124,Electronic city Bangalore,12.8434228,77.6418215,Office,"Electronic City, Bengaluru",2.3407686889494035,0.5192020450268852,11,12,719
4125,Hewlett Packard Enterprise (HPE) : Bengaluru India,12.8539115,77.6601632,Office,"Electronic City, Bengaluru",1.0211179574621299,2.0121421678021685,5,5,278
4126,Environ Software Pvt. Ltd.,12.8524032,77.6676272,Office,"Electronic City, Bengaluru",0.9205318919624502,2.59012367777339,14,15,887
4127,Esecurewall Technologies,12.8427912,77.6587493,Office,"Electronic City, Bengaluru",0.5676049718683044,1.3505387732337744,3,3,186
4128,Equinox Tech Park,12.8498867,77.6574463,Office,"Electronic City, Bengaluru",0.8192758009352592,1.5005314832069132,3,4,228
4129,Flyover Bustop to Silkboard,12.8455322,77.6653063,Office,"Electronic City, Bengaluru",0.21632302938657613,2.0977184682055574,4,4,231
4130,Aquaguard Office,12.8430636,77.656476,Office,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
4131,Vi - Vodafone Idea Store,12.8403129,77.66257,Office,"Electronic City, Bengaluru",0.556562478976215,1.7689242607800653,4,4,225
4132,Losynth,12.8452608,77.6590348,Office,"Electronic City, Bengaluru",0.46566565350779326,1.4287423462795295,2,2,135
4133,Madhan Gowda,12.8452145,77.6601695,Office,"Electronic City, Bengaluru",0.34269262010979873,1.5464285339022217,2,2,112
4135,Terrier Security Services (India) Pvt Ltd,12.8525817,77.6569404,Office,"Electronic City, Bengaluru",1.0687035372291356,1.6577023550143877,5,5,303
4136,Imcrinox Technologies Pvt Ltd,12.8404514,77.662624,Office,"Electronic City, Bengaluru",0.5404762832975266,1.7733367424892372,4,4,240
4137,"Godrej E-City, Bangalore",12.8517386,77.6527574,Office,"Electronic City, Bengaluru",1.3536055208732158,1.3020398177171124,6,7,427
4138,Samsung SmartCaf%C3%A9 (Touch Tech Telecom),12.8403443,77.6626129,Office,"Electronic City, Bengaluru",0.5524358853999322,1.7732210305472085,4,4,226
4139,Altimetrik India Private Limited,12.8513498,77.6636359,Office,"Electronic City, Bengaluru",0.6776324384348906,2.1532769600032475,4,4,226
4140,Yokogawa India Limited,12.8483879,77.6630758,Office,"Electronic City, Bengaluru",0.3485645399772753,1.9557454151252809,3,3,189
4141,LR PG for Gents,12.8530943,77.6550951,Office,"Electronic City, Bengaluru",1.247125179288614,1.5706899585690155,6,6,384
4143,A to Z Enterprises,12.8443126,77.6656436,Office,"Electronic City, Bengaluru",0.2721657791826725,2.1117523879317206,6,6,335
4144,Electronic City Bus Stop,12.8467195,77.6715367,Office,"Electronic City, Bengaluru",0.9043122781200008,2.785946446729174,12,13,805
4145,iPRIMED Education Solutions Private Limited,12.840362,77.662532,Office,"Electronic City, Bengaluru",0.5517945635127813,1.7643041817848604,4,4,225
4146,Sai Laptop Service Center Electronic city Bangalore,12.8492398,77.6701145,Office,"Electronic City, Bengaluru",0.858200027268641,2.706418657238854,13,14,827
4147,Janacare Solutions Pvt. Ltd.,12.8438767,77.6565557,Office,"Electronic City, Bengaluru",0.75043567680851,1.1313702065636524,4,4,214
4148,Tech-37,12.8485109,77.6739692,Office,"Electronic City, Bengaluru",1.208619077946848,3.086718186028595,11,11,668
4149,Electronic City Bengaluru,12.8452145,77.6601695,Office,"Electronic City, Bengaluru",0.34269262010979873,1.5464285339022217,2,2,112
4150,Thomas Cook,12.8404204,77.662487,Office,"Electronic City, Bengaluru",0.5461773044014946,1.7588491788279506,4,4,241
4151,Toll Gate Electronic city phase 1,12.8455924,77.6674593,Office,"Electronic City, Bengaluru",0.4491495444119982,2.3282698099789583,5,5,288
4152,SBI Life Insurance Company Limited,12.8398966,77.6620467,Office,"Electronic City, Bengaluru",0.6127256993049432,1.7176951960647058,4,4,220
4153,Maruti Concorde Business Park,12.8501789,77.6697269,Office,"Electronic City, Bengaluru",0.8830147584409789,2.700429371035464,13,14,840
4154,Snooker Cafe,12.8393852,77.6652427,Office,"Electronic City, Bengaluru",0.6856860364244857,2.068634844025268,5,5,311
4155,Venkatadri IT City,12.8545923,77.6618345,Office,"Electronic City, Bengaluru",1.0499659434808104,2.198597398498187,8,8,463
4156,EdgeVerve Systems Limited,12.8456489,77.6613048,Office,"Electronic City, Bengaluru",0.2237229020604996,1.6776284214119386,2,2,103
4157,DTDC Electronic city,12.853418,77.6638833,Office,"Electronic City, Bengaluru",0.9087756693019045,2.297133441396718,5,5,294
4159,Velankani Tech Park,12.8491204,77.6582893,Office,"Electronic City, Bengaluru",0.6947072628007551,1.5281205396290418,3,3,205
4160,TNR Inizio,12.8245914,77.6630512,Office,"Electronic City, Bengaluru",2.2987802365445362,2.6397459793082563,8,8,492
4161,J J Glastronics (Automotive Division),12.8438726,77.6665756,Office,"Electronic City, Bengaluru",0.3843206423346111,2.2064499137324893,8,8,476
4162,McWelHealthCare,12.8438615,77.6577318,Office,"Electronic City, Bengaluru",0.6266168354074814,1.256267896948275,4,4,230
4164,ENTUNE IT Consulting Pvt. Ltd.,12.8379951,77.6626255,Office,"Electronic City, Bengaluru",0.8117582009811335,1.8178860937243193,6,6,347
4165,DOLPHY PACKAGING,12.8451851,77.6603698,Office,"Electronic City, Bengaluru",0.3210520997773649,1.566728772647498,2,2,109
4166,YULU Cycle Stand Near Building 1,12.8458206,77.66353,Office,"Electronic City, Bengaluru",0.06567892365640327,1.9163620730307613,4,4,223
4167,IIITB Back Gate,12.8433525,77.6634553,Office,"Electronic City, Bengaluru",0.212872347883377,1.8641753386633144,1,1,85
4168,Continental Automotive Components (India) Pvt. Ltd.,12.8410166,77.6775214,Office,"Electronic City, Bengaluru",1.609349374561855,3.382876981229024,13,14,829
4169,Deutsche India Private Limited,12.8491374,77.6594401,Office,"Electronic City, Bengaluru",0.6028682052817046,1.6362457064956695,5,5,324
4170,Celstream Technologies Private Limited,12.842054,77.664756,Office,"Electronic City, Bengaluru",0.38887154352422465,1.9977965222640186,5,5,285
4171,Kaveri Tours Travels,12.8498317,77.6544843,Office,"Electronic City, Bengaluru",1.0852356329203798,1.2529212246198385,6,7,399
4172,"ICICI Bank Electronic City, Bangalore-Branch %26 ATM",12.8501076,77.6624971,Office,"Electronic City, Bengaluru",0.546211969151216,1.9788304243443553,3,3,184
4173,Emerson Automation Solutions Intelligent Platforms Private Limited,12.8491321,77.6602821,Office,"Electronic City, Bengaluru",0.5424788725606057,1.7158565983308753,5,5,301
4174,Electronic City Fire Station,12.8355428,77.6625775,Office,"Electronic City, Bengaluru",1.0839150389759433,1.8958733615604382,6,6,364
4175,Surya park,12.8395423,77.6642475,Office,"Electronic City, Bengaluru",0.643842859791984,1.9593798450922493,4,4,264
4176,Center for Development of Advanced Computing,12.8421412,77.66306,Office,"Electronic City, Bengaluru",0.3483629711989875,1.814088739198765,5,5,315
4177,Mindgroom Career Counselling,12.8433709,77.6608686,Office,"Electronic City, Bengaluru",0.3398229784471532,1.585292257902403,3,3,151
4178,Web Fixer,12.8430636,77.656476,Office,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
4179,Shodhaka Life Sciences Pvt. Ltd.,12.8396565,77.6623769,Office,"Electronic City, Bengaluru",0.6319236316062476,1.7567163653748907,4,4,237
4180,CANARA BANK - BENGALURU ELECTRONIC CITY,12.8401535,77.6638921,Office,"Electronic City, Bengaluru",0.571409764549372,1.913304243879091,4,4,251
4181,IDBI Bank,12.8404514,77.662624,Office,"Electronic City, Bengaluru",0.5404762832975266,1.7733367424892372,4,4,240
4182,ARC PARCEL SERVICE PRIVATE LIMITED,12.8393769,77.6855784,Office,"Electronic City, Bengaluru",2.4992396678093813,4.263977986136797,16,17,999
4183,Electronic City,12.8452145,77.6601695,Office,"Electronic City, Bengaluru",0.34269262010979873,1.5464285339022217,2,2,112
4185,BloomSuites %7C Electronic City,12.8401347,77.6595513,Office,"Electronic City, Bengaluru",0.7021469541485348,1.4460016225707544,6,6,359
4186,ADVITHA PET HOSPITAL Electronic City,12.8536626,77.665753,Office,"Electronic City, Bengaluru",0.9702248806627269,2.4819543986200547,6,6,363
4187,Uniglobe Study Abroad overseas,12.8409155,77.6640707,Office,"Electronic City, Bengaluru",0.49004370804336594,1.9261607393768705,4,4,246
4188,Z cafe electronic city,12.853461,77.6633335,Office,"Electronic City, Bengaluru",0.9115762294503504,2.2507431669977005,5,5,306
4189,Huskur Gate,12.8362244,77.6794607,Office,"Electronic City, Bengaluru",2.0170206488389972,3.645906841051336,15,16,977
4190,Coffee Cove,12.8443175,77.6640805,Office,"Electronic City, Bengaluru",0.13293422835205107,1.9439269797920065,1,1,51
4191,HDFC Home Loans - BENGALURU (ELECTRONIC CITY),12.8481125,77.6566562,Office,"Electronic City, Bengaluru",0.7898674522644372,1.3185890891086849,6,6,348
4192,Cyber Park,12.8409515,77.6639705,Office,"Electronic City, Bengaluru",0.48441946131078,1.9151009798907277,4,4,245
4193,"Lemon Tree Hotel, Electronics City, Bangalore",12.8407175,77.6596037,Office,"Electronic City, Bengaluru",0.6470538245646675,1.4445599835776974,6,6,372
4194,Axis Bank,12.854587,77.666242,Office,"Electronic City, Bengaluru",1.0837753476541425,2.5820160344963563,16,17,1012
4195,Paying guest for ladies,12.8505667,77.6645258,Office,"Electronic City, Bengaluru",0.6038219285017531,2.198067253918554,4,4,250
4197,Stanza Living Lisbon House,12.8481906,77.6571926,Office,"Electronic City, Bengaluru",0.7407436658975,1.372749015711634,6,6,357
4198,Sorsfort International School,12.8546863,77.6633693,Office,"Electronic City, Bengaluru",1.0478320965581114,2.3346550962700054,7,7,442
4199,Juicemaker (Electronic city ),12.8487301,77.6627387,Office,"Electronic City, Bengaluru",0.39081864598076776,1.9365874662757536,3,3,154
4200,"Zone by the Park Hotel, Electronic City, Bengaluru",12.8449611,77.6653033,Office,"Electronic City, Bengaluru",0.21653532968719483,2.085925534713855,6,6,356
4201,1 bhk apartment,12.848453,77.685098,Office,"Electronic City, Bengaluru",2.3864004134067742,4.266665715910044,14,15,891
4202,Crowne Plaza Bengaluru Electronics City,12.8501104,77.6601115,Office,"Electronic City, Bengaluru",0.6420925112099902,1.7540284582709396,5,4,268
4203,Thinker%E2%80%99s Statue,12.8448929,77.6639749,Office,"Electronic City, Bengaluru",0.08111717032709781,1.9427184065996956,1,1,39
4204,Golden Tulip Hotel,12.8401296,77.6596187,Office,"Electronic City, Bengaluru",0.6983722405482167,1.4533198497579614,6,6,357
4206,nSmiles I Private Limited,12.8445653,77.6625064,Office,"Electronic City, Bengaluru",0.11829503395868235,1.779620835265207,1,1,25
4207,Masjid e Rizwan,12.8501668,77.6572012,Office,"Electronic City, Bengaluru",0.8595423701012719,1.4983016077135856,4,4,251
4208,"Narayana Multispeciality Clinic, Electronic City Phase 1",12.848987,77.657569,Office,"Electronic City, Bengaluru",0.7493729707762881,1.4542978426769997,3,4,220
4209,Kritunga Restaurant,12.8417162,77.6465395,Office,"Electronic City, Bengaluru",1.8625565725965725,0.02700980415263333,8,9,519
4212,Spectrum Physio Centre - Electronic city phase 1,12.8400791,77.6499548,Office,"Electronic City, Bengaluru",1.5604335228609767,0.43944480594592716,7,7,442
4213,Paradise Biryani %7C Electronic City,12.8482997,77.6575888,Office,"Electronic City, Bengaluru",0.7081185007462978,1.4158793762713004,3,3,187
4215,"Sri Ganga Ladies PG - Ladies PG in Electronic City Phase - 2, Bangalore",12.8482267,77.6734091,Office,"Electronic City, Bengaluru",1.1412928477219344,3.0202304383213434,11,12,701
4221,Zolo Atlantis - PG,12.8531232,77.6748467,PG,"Electronic City, Bengaluru",1.524041466334187,3.336148731530854,13,13,784
4222,Zolo Carnations - Ladies PG,12.8488418,77.6727479,PG,"Electronic City, Bengaluru",1.0958066725441349,2.9677841522286186,12,12,720
4223,SLV PG for Men,12.8391923,77.6467864,PG,"Electronic City, Bengaluru",1.9163882255901874,0.29933516166133844,9,10,573
4224,Zolo Chronicle - PG in Electronics City Phase,12.8379215,77.6479482,PG,"Electronic City, Bengaluru",1.856703218600882,0.47046554038003435,9,10,577
4225,Best pg in Electronic city,12.8509754,77.6724627,PG,"Electronic City, Bengaluru",1.176312132046748,3.009460185833865,12,13,769
4226,Zolo Leia PG,12.8412804,77.6493213,PG,"Electronic City, Bengaluru",1.5819880838464662,0.33039799014663274,7,7,443
4227,Sterling - PG in Electronic City Phase 2 for Gents,12.8489939,77.6813464,PG,"Electronic City, Bengaluru",1.99674419206097,3.878523499180588,12,13,767
4228,Zolo Yang PG,12.851554,77.6697167,PG,"Electronic City, Bengaluru",0.9842366138762386,2.7556069035680557,14,15,905
4229,Zolo Lumiere PG,12.8381635,77.6501467,PG,"Electronic City, Bengaluru",1.6327889858424522,0.582258975401754,8,8,494
4230,Zolo Selene PG,12.8386672,77.6482698,PG,"Electronic City, Bengaluru",1.7899065420656086,0.41142920507380587,9,9,567
4231,Zolo Aviano PG,12.8481446,77.6831976,PG,"Electronic City, Bengaluru",2.177570165512022,4.057813999959077,13,14,837
4233,Zolo Renaissance Co-Living %7C Redefining PG,12.8546349,77.6740795,PG,"Electronic City, Bengaluru",1.5633344283283799,3.3275005214995543,13,14,826
4234,Zolo Euphoria Co-Living %7C Redefining PG,12.8492421,77.6551328,PG,"Electronic City, Bengaluru",0.9927360296630633,1.2597412860479407,5,6,355
4235,Zolo Candeo PG,12.8384253,77.6485617,PG,"Electronic City, Bengaluru",1.77245832568836,0.45092569179232433,9,9,536
4236,NAGGACHAITTANYA LADIES PG In Electronic City Phase 1,12.8389079,77.6498394,PG,"Electronic City, Bengaluru",1.6243461684597023,0.5016008596803999,8,8,476
4237,Zolo Dream House PG,12.8484459,77.6842952,PG,"Electronic City, Bengaluru",2.300249158770452,4.180819983823767,15,15,902
4238,Wake Up Mens Pg EC,12.8330874,77.6562441,PG,"Electronic City, Bengaluru",1.5566426646987528,1.450560639895121,7,7,432
4239,Zolo Creedence Co-Living %7C Redefining PG,12.8387757,77.6486439,PG,"Electronic City, Bengaluru",1.7479752334542473,0.4237850698962693,9,9,561
4240,Sri Venkata Sai PG For Gents,12.8388517,77.6493717,PG,"Electronic City, Bengaluru",1.6728010686954167,0.4687338227653317,9,9,535
4241,SLV PG For Ladies,12.8392632,77.6504653,PG,"Electronic City, Bengaluru",1.5460713194126317,0.5325247957155963,7,8,457
4242,Zolo Delphi,12.8399688,77.649983,PG,"Electronic City, Bengaluru",1.5621736549761294,0.44776924889510866,7,7,445
4243,PAYING GUEST FOR GENTS,12.8494864,77.6723405,PG,"Electronic City, Bengaluru",1.083852371395212,2.9450485166418616,12,12,733
4244,Naggachaittanyapg For Gents,12.8417037,77.6499124,PG,"Electronic City, Bengaluru",1.5075361560202623,0.38874180995294993,7,8,456
4245,Daffodils PG for women in electronic city,12.8522549,77.6632859,PG,"Electronic City, Bengaluru",0.7774785493268965,2.172202498279659,5,4,269
4246,Mathru PG,12.8538343,77.6746685,PG,"Electronic City, Bengaluru",1.5554105164361933,3.3489280878235124,13,13,781
4247,Star PG (Gents),12.8373244,77.648909,PG,"Electronic City, Bengaluru",1.795439000100462,0.5754275643390263,9,9,538
4248,"Sri Ganga Ladies PG - Ladies PG in Electronic City Phase - 2, Bangalore",12.8482267,77.6734091,PG,"Electronic City, Bengaluru",1.1412928477219344,3.0202304383213434,11,12,701
4249,Royal Pg,12.8391863,77.6594602,PG,"Electronic City, Bengaluru",0.7953582633105329,1.4539586230928394,4,4,238
4250,Sri Janani PG,12.8404531,77.6474494,PG,"Electronic City, Bengaluru",1.8028425601225144,0.19689115365929052,8,9,520
4251,SV HOMES LUXURY PG FOR LADIES,12.8407477,77.6458518,PG,"Electronic City, Bengaluru",1.960271154514266,0.13278421242362173,9,9,568
4252,Dolphin Gents PG,12.8480137,77.6790235,PG,"Electronic City, Bengaluru",1.728621327310865,3.6101305523706113,12,12,717
4253,VijayaLakshmi PG,12.8393511,77.6500925,PG,"Electronic City, Bengaluru",1.578531953572976,0.4934090148465369,7,8,461
4254,Gauthami PG for Girls,12.838359,77.6497257,PG,"Electronic City, Bengaluru",1.6627391188697918,0.5347869388914402,8,8,493
4255,Sri Sai Balaji Pg Electronic City,12.8530946,77.670139,PG,"Electronic City, Bengaluru",1.1415888296815233,2.8682269396700355,16,17,992
4256,Zolo Cider Co-Living %7C Redefining PG,12.8387691,77.6490685,PG,"Electronic City, Bengaluru",1.706461589168601,0.45311501576262864,9,9,539
4257,Paying guest for ladies,12.8505667,77.6645258,PG,"Electronic City, Bengaluru",0.6038219285017531,2.198067253918554,4,4,250
4258,Sri Venkateshwara PG Electronic city,12.8381607,77.6479047,PG,"Electronic City, Bengaluru",1.8494261351111565,0.44406252586611755,9,10,570
4259,SLV PG for Ladies,12.8489328,77.6726019,PG,"Electronic City, Bengaluru",1.0848397945011805,2.955193238854018,12,12,724
4260,Kumar Pg For Gents,12.8377514,77.648213,PG,"Electronic City, Bengaluru",1.8394737836645685,0.49910663715559966,9,10,575
4261,Colive Imperia PG,12.8521846,77.6661837,PG,"Electronic City, Bengaluru",0.8294932730687116,2.4401056933818634,7,7,421
4262,Shri Chaitanya PG,12.841833,77.6498235,PG,"Electronic City, Bengaluru",1.5131499878774097,0.37877939773543573,7,8,461
4263,Sri Venkateswara pg,12.8490838,77.6805453,PG,"Electronic City, Bengaluru",1.914069720770582,3.7956647188678216,12,12,733
4264,Royal PG for Ladies,12.851198,77.6640706,PG,"Electronic City, Bengaluru",0.6648062138497488,2.1863842447873827,4,4,226
4265,Zolo Yin,12.8515589,77.6697172,PG,"Electronic City, Bengaluru",0.9846620468870625,2.7558702127870234,14,15,905
4266,Annapoorneshwari Pg,12.8386884,77.6493315,PG,"Electronic City, Bengaluru",1.6845457036835227,0.4788339094845728,9,9,529
4267,Zenstays - Zencity Campus,12.8484896,77.67175,PG,"Electronic City, Bengaluru",0.9807910133427618,2.8531347867224,13,13,782
4268,SRIVARI LUXURY LADIES PG,12.8487955,77.6731575,PG,"Electronic City, Bengaluru",1.1355037352599646,3.0093346576267233,11,12,697
4269,Kerala Boys Pg,12.849385,77.6725494,PG,"Electronic City, Bengaluru",1.0995594602850058,2.963532428437701,12,12,721
4270,Sri Lakshmi venkateshwara PG for ladies,12.8415397,77.6497419,PG,"Electronic City, Bengaluru",1.5302132841924376,0.37150659667186453,7,8,450
4271,SRI ANNAPOORNESHWARI PG,12.8504342,77.6561053,PG,"Electronic City, Bengaluru",0.9716585209942542,1.4264862240735334,4,5,284
4272,Zenstay Ladies PG,12.8484899,77.6717537,PG,"Electronic City, Bengaluru",0.9811765437964288,2.8535308734741154,13,13,782
4273,MS PG FOR GENTS,12.8503947,77.6718181,PG,"Electronic City, Bengaluru",1.0827554218579394,2.9221345268475463,12,13,776
4274,Heaven PG,12.8480596,77.6547299,PG,"Electronic City, Bengaluru",0.982855129261174,1.143038910264903,6,7,401
4275,Sri Haripriya pg for Ladies,12.8489917,77.6737734,PG,"Electronic City, Bengaluru",1.2057014556029846,3.079470215842253,11,11,664
4276,Sri Balaji PG for Gents In Electronic City Phase 1,12.8396678,77.6499661,PG,"Electronic City, Bengaluru",1.57677569228838,0.46276481165823696,7,8,453
4277,RS PG Veg.( For Gents),12.8525906,77.6749658,PG,"Electronic City, Bengaluru",1.501698429149236,3.326395583154164,13,13,779
4278,Royal PG For Gents,12.8525298,77.6685555,PG,"Electronic City, Bengaluru",0.9868244506872633,2.6864173213588796,14,15,916
4279,DVC Gents PG,12.8486141,77.6724913,PG,"Electronic City, Bengaluru",1.060778933376953,2.9343538067418833,12,12,739
4280,Sri Lakshmi Vinayaka New Luxury PG Accommodation for Ladies,12.8470966,77.68048,PG,"Electronic City, Bengaluru",1.8703971243322537,3.748055885887842,12,12,715
4281,S.S.M PG FOR LADIES,12.8515122,77.6647923,PG,"Electronic City, Bengaluru",0.7127303221456777,2.271834324954344,5,4,268
4282,Comfort Homes Ladies PG,12.8396164,77.6456462,PG,"Electronic City, Bengaluru",2.017372575376685,0.2588856126418905,10,11,632
4283,Janani PG D-Block,12.8503537,77.6720924,PG,"Electronic City, Bengaluru",1.105798129667103,2.948805520839421,12,13,757
4284,Svs pg,12.8386264,77.6503537,PG,"Electronic City, Bengaluru",1.5886256931853042,0.5644332354540601,8,8,476
4285,OM SRI SAI PG FOR LADIES,12.8512628,77.6687576,PG,"Electronic City, Bengaluru",0.8895494714146748,2.6472783199891694,14,15,887
4286,Near TCS %26 TECH MAHINDRA Sri Lakshmi Srinivasa PG For Ladies %26gents,12.8483128,77.6813649,PG,"Electronic City, Bengaluru",1.9843724069741435,3.865692863889316,13,13,803
4287,Sai Tarun Pg,12.8495458,77.6729061,PG,"Electronic City, Bengaluru",1.1421629113683422,3.005686692458781,11,12,704
4288,VSR STAY IN LADIES PG MAINTAIN BY PRAZO,12.8536172,77.662762,PG,"Electronic City, Bengaluru",0.9309843406688306,2.2105246384924695,6,5,327
4289,7 Hills PG for Ladies,12.8412622,77.6498739,PG,"Electronic City, Bengaluru",1.525155480616152,0.3897078720126074,7,7,444
4290,Snehita PG,12.8543811,77.6636212,PG,"Electronic City, Bengaluru",1.0143777040608533,2.335917534678539,7,8,450
4291,Bindhu Gents PG,12.853952,77.6742612,PG,"Electronic City, Bengaluru",1.528992325470777,3.313760716834966,13,13,809
4292,Ladies PG,12.8491315,77.6815482,PG,"Electronic City, Bengaluru",2.0213494900478346,3.9030849679886868,13,13,773
4293,SRI SAI BALAJI PG FOR GENTS,12.8379352,77.6497707,PG,"Electronic City, Bengaluru",1.6807476530581567,0.5730537767302898,9,9,544
4294,EXULT Luxury Pg,12.8533757,77.6752506,PG,"Electronic City, Bengaluru",1.5760150006243916,3.3872901260941037,12,12,744
4295,HELLO PG FOR GENTS,12.8493937,77.6557824,PG,"Electronic City, Bengaluru",0.9383580337520095,1.3245131249851134,5,5,322
4296,Anugraha PG,12.8488854,77.6733828,PG,"Electronic City, Bengaluru",1.1618791079848607,3.0355090953533606,11,11,686
4297,SRI CHAMUNDESHWARI PG FOR LADIES,12.8553644,77.6683419,PG,"Electronic City, Bengaluru",1.2477336076197882,2.820260694464541,15,16,963
4298,Sri Sai Ganesh Ladies %26 Gents PG,12.854275,77.6747211,PG,"Electronic City, Bengaluru",1.5903336689013072,3.3739309008531637,13,13,771
4299,Angels Nest Ladies PG,12.8410315,77.6476921,PG,"Electronic City, Bengaluru",1.75945031687091,0.17332931808494909,8,8,494
4300,SLV PG For Gents,12.847076,77.6834623,PG,"Electronic City, Bengaluru",2.191858908897638,4.067413793535775,13,14,827
4301,Divyanshu Gents Pg,12.8483582,77.6733911,PG,"Electronic City, Bengaluru",1.1437391406412085,3.0218028162049793,11,12,698
4302,SRI MARUTHI PG FOR GENTS,12.856617,77.667513,PG,"Electronic City, Bengaluru",1.341475657362704,2.823319142567121,16,17,1007
4303,Zolo Malhar PG,12.8553644,77.6683419,PG,"Electronic City, Bengaluru",1.2477336076197882,2.820260694464541,15,16,963
4304,sri sairam pg,12.8522457,77.675379,PG,"Electronic City, Bengaluru",1.5195703408817571,3.3548328363814837,12,13,750
4305,Naggachaittanya PG for Gents,12.8484632,77.6730432,PG,"Electronic City, Bengaluru",1.1115114273618913,2.9880508487641873,11,12,693
4306,Vijayalakshmi Pg For Gents,12.8391236,77.6486991,PG,"Electronic City, Bengaluru",1.726869570026146,0.3971202402130743,9,10,571
4307,SRI SAI PG FOR GENTS,12.8502932,77.6716772,PG,"Electronic City, Bengaluru",1.0638269925019677,2.904025054279903,15,16,941
4308,ABHIRAM LUXURY PG FOR WOMEN,12.8383296,77.6502874,PG,"Electronic City, Bengaluru",1.6105303592659497,0.580597411496244,8,8,485
4309,Sri Sai Srinivasa Gents PG,12.8535095,77.6654993,PG,"Electronic City, Bengaluru",0.9466432867659003,2.449608868358783,6,6,381
4310,Royal pg for ladies,12.8399845,77.6499387,PG,"Electronic City, Bengaluru",1.5659681400879635,0.4427072266673223,7,7,445
4311,Sri Balaji PG for Gents,12.8500249,77.6558716,PG,"Electronic City, Bengaluru",0.9665314694961001,1.37730299544483,5,5,299
4312,Geethika PG,12.8543885,77.6740141,PG,"Electronic City, Bengaluru",1.5398661695661453,3.3094550537466616,14,14,832
4313,V.G.N PG FOR LADIES,12.854358,77.671013,PG,"Electronic City, Bengaluru",1.3101499961937886,3.0159479808223297,14,15,872
4314,Sri subramanyeshwara PG for Ladies,12.849091,77.6808038,PG,"Electronic City, Bengaluru",1.941580323043328,3.823225437507802,12,12,744
4315,OYO LIFE BLR1561,12.8390567,77.6482629,PG,"Electronic City, Bengaluru",1.773288111951045,0.37444143630038124,9,10,578
4316,JMJ GRANDLADIES PG,12.8533914,77.6631611,PG,"Electronic City, Bengaluru",0.9040226965045164,2.2309996440900797,5,5,312
4317,Vijay Sai PG for Gents,12.849438,77.6806392,PG,"Electronic City, Bengaluru",1.9330743471383742,3.814133341552432,12,12,739
4318,Vaishnavi PG for Ladies,12.8513305,77.6688297,PG,"Electronic City, Bengaluru",0.9003658891991535,2.657437185715822,14,15,875
4319,Shri Ganesh PG For Gents,12.850683,77.6548938,PG,"Electronic City, Bengaluru",1.0953061420488293,1.3517844145505566,5,6,337
4320,PG in Electronic City Me Casa Paying Guest PG,12.8457787,77.6827213,PG,"Electronic City, Bengaluru",2.1030224720692945,3.969466562452634,13,14,816
4321,Sri new Satyadeva pg for gents,12.8488865,77.6725903,PG,"Electronic City, Bengaluru",1.0817466540665104,2.9526124568743235,12,12,726
4322,Sai venkateshwara PG For Gents %26 Ladies,12.8493564,77.6809871,PG,"Electronic City, Bengaluru",1.9675892487583333,3.84894584880384,12,13,750
4323,Comfort pg for ladies,12.8529446,77.6701922,PG,"Electronic City, Bengaluru",1.1326966222200527,2.866198747267572,15,16,957
4324,Sri Sai Ganga Gouthami PG for GENTS,12.8381063,77.6495973,PG,"Electronic City, Bengaluru",1.6881623357488509,0.5463769337330036,8,8,503
4325,Manikanta PG For Gents,12.8493453,77.6557352,PG,"Electronic City, Bengaluru",0.940213422353295,1.317144794692363,5,5,323
4326,AAFA PG (gents %26 ladies),12.8488912,77.6742797,PG,"Electronic City, Bengaluru",1.2537442072688731,3.129718565855831,10,11,646
4327,Queen's Lounge Ladies PG,12.8484666,77.6736537,PG,"Electronic City, Bengaluru",1.1745190505743421,3.0523339104491267,11,11,689
4328,G K PG,12.8502966,77.6589733,PG,"Electronic City, Bengaluru",0.7323726655211714,1.6618021547054098,4,5,277
4329,Sri Nandhi pg for gents - Electronic City,12.8524846,77.6711157,PG,"Electronic City, Bengaluru",1.1649987348360584,2.9359013537974152,14,14,866
4330,Sri Venkata Shiva PG for Gents,12.8552154,77.6702184,PG,"Electronic City, Bengaluru",1.33504275942837,2.986077394925125,14,15,903
4331,Naggachaitanya Ladies Pg,12.839873,77.646783,PG,"Electronic City, Bengaluru",1.891401429902366,0.22495502215570656,9,9,554
