index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,19_00_centroid,distance_in_meters_from_centroid
15452,State Bank of India AREKERE,12.8809333,77.600844,office,AREKERE,3.0555151938754643,2.6969434049015786,14,866
15453,commerce mantri,12.9120218,77.6002179,office,AREKERE,1.8924651163720092,2.6057005575340155,17,1009
15454,Image N Style Family Salon,12.8898144,77.5943227,office,AREKERE,1.8416755965948852,1.544047413605202,8,457
15455,"Post Office, JP Nagar 8th Phase",12.8773672,77.5806735,office,AREKERE,2.9617356199056126,2.1600816537380076,12,727
15456,Nanoheal,12.8871191,77.5972059,office,AREKERE,2.26574219764458,1.9672251954888116,10,610
15457,FourNxt Technologies,12.887005,77.5973344,office,AREKERE,2.2841768286284245,1.9858185371579498,11,637
15458,Axis Bank,12.8924189,77.5979082,office,AREKERE,1.8760065340845113,1.792163465460708,9,517
15459,Mantri Woodlands,12.8882303,77.5962656,office,AREKERE,2.1059515493927,1.8150981241600417,11,649
15460,AECS Magnolia Maaruti Public School,12.8847117,77.5971486,office,AREKERE,2.4847376496028986,2.120052747925346,12,720
15461,REDDY's Plumbing %26 Core Cutting,12.8871577,77.5929388,office,AREKERE,2.0269675344499776,1.5963451362572108,8,481
15462,Samadhana,12.8895749,77.5922117,office,AREKERE,1.7506521517725449,1.3660601094160267,7,418
15464,Climate Creators,12.8894395,77.5996297,office,AREKERE,2.2393025892993714,2.0784287113125735,10,613
15466,TIME ARCADE watch showroom,12.8832718,77.6070688,office,AREKERE,3.295586637218306,3.104914860212229,14,867
15467,L%26T South City Park,12.8890599,77.5905853,office,AREKERE,1.7329893532773457,1.2652865481718687,7,406
15468,Dr. Sahu's Physiotherapy Clinic,12.8872256,77.5926178,office,AREKERE,2.0055720464974995,1.5655145655298914,8,474
15469,SRINIVASA AUTOMOBILES,12.886782,77.6079549,office,AREKERE,3.116327007029028,3.025597324751148,14,837
15470,"Bachpan Play School, Arekere",12.8828676,77.604224,office,AREKERE,3.1124103479761884,2.8627590815759034,15,872
15471,"BASE, Bannerghatta Road",12.8848669,77.5962357,office,AREKERE,2.4188461241477155,2.033020572596803,12,721
15472,Game On Fitness Arekere,12.8830459,77.6101834,office,AREKERE,3.5642716944796335,3.415611638966559,16,930
15473,Divyasree Towers,12.919515,77.6003354,office,AREKERE,2.422004731586652,3.2192970918298425,18,1108
15474,"ClayWorks Mini Forest - Coworking Space in Bangalore, JP Nagar",12.907128,77.598855,office,AREKERE,1.549544815859423,2.1623491594726887,12,724
15475,Deepu bike point,12.8900657,77.5978349,office,AREKERE,2.054310962740634,1.872188156413194,10,571
15476,Hyderabad Biryaani House,12.8902918,77.5989858,office,AREKERE,2.1230282367835644,1.9780290418010067,9,566
15477,SOUTH- NORTH %26 CHINESE RESTAURANT,12.8871017,77.6047195,office,AREKERE,2.8209368093488365,2.687959046852081,13,768
15478,Mahaveer Rhyolite,12.8814757,77.6142453,office,AREKERE,4.016469450116968,3.887758711848982,20,1206
15479,Pakiza Mehandi,12.8903429,77.5909053,office,AREKERE,1.613492010133665,1.2013172077481211,6,379
15480,izmo Ltd,12.9044193,77.6003469,office,AREKERE,1.6647755582799422,2.1654199267227163,10,594
15481,Pro physiotherapy-Home Visit,12.8919865,77.5897374,office,AREKERE,1.3962184216345128,0.9936076948369302,5,299
15483,"Habitat Aura, Off Bannerghatta Road (Construction Site)",12.8832363,77.6010171,office,AREKERE,2.85865061564649,2.552504072167981,15,887
15484,vijay gents tailor,12.8878088,77.6064366,office,AREKERE,2.9161969003979635,2.8310047583619644,13,771
15485,"Maruti Suzuki ARENA (Kalyani Motors, Bengaluru, Bannerghatta Road)",12.9023583,77.6014867,office,AREKERE,1.7921168909370973,2.2040578604562215,18,1105
15487,Perfect Smile Super speciality dental %26 implant center,12.8901958,77.5977421,office,AREKERE,2.0368548434072635,1.8572348693689162,10,574
15488,Jayanagar ARO office,12.9310289,77.5758291,office,AREKERE,3.2011261784465486,3.8694082770487848,18,1105
15489,Mantri Pinnacle,12.875917,77.5980308,office,AREKERE,3.3931240913014578,2.8970669014436337,16,945
15490,Nano Hospitals,12.881042,77.6102389,office,AREKERE,3.715965248326188,3.5259179821062805,17,1002
15496,The Golden Spoon - Multi Cuisine Family Restaurant AC (Veg And Non Veg),12.887847,77.6104685,office,AREKERE,3.272679986855395,3.2425197146615856,15,907
15497,"Fortis Hospital Bannerghatta Road %7C Best Hospital in Bangalore, Karnataka",12.8948227,77.5986196,office,AREKERE,1.7731006732868866,1.8160097581581707,11,639
15498,Maruti Suzuki Service (Kalyani Motors),12.9016206,77.6018507,office,AREKERE,1.8397742275371507,2.2205174272646446,14,842
15500,Christ University Bannerghatta Road Campus,12.8778133,77.5957995,office,AREKERE,3.1035714927719287,2.584085432997684,14,864
15501,ESVE DESIGN SOLUTIONS PVT LTD ( New office),12.8970781,77.5596322,office,BIKASIPURA,2.8461887337894725,2.4228212249735974,15,922
15502,SAMRUDDHI,12.8914982,77.5582302,office,BIKASIPURA,3.2021689028921005,2.6399719493955764,17,995
15503,Governmentofficework.com,12.8951482,77.5547146,office,BIKASIPURA,3.4172072654565167,2.960949321885241,18,1070
15504,Langscape Language Solutions Pvt Ltd,12.8905933,77.5572548,office,BIKASIPURA,3.340834280149965,2.766353914467939,17,1005
15505,Second Hand Furniture Store,12.8916976,77.5596883,office,BIKASIPURA,3.049913666242046,2.480973033353548,16,932
15506,Shreya Enterprises,12.8901455,77.5598528,office,BIKASIPURA,3.1134564826983047,2.5086173344105522,16,971
15507,New office,12.896909,77.561502,office,BIKASIPURA,2.6561218813694767,2.219951111236612,14,869
15508,"BANGALORE ELECTRICITY SUPPLY COMPANY, vasanthapura o%26m",12.8921934,77.5540962,office,BIKASIPURA,3.58502221769274,3.064820607941446,19,1155
15509,Madeshwara Packing Industry,12.8895373,77.561767,office,BIKASIPURA,2.968707680898818,2.333405181722649,15,920
15510,Greaves Cotton Limited,12.8938038,77.5654795,office,BIKASIPURA,2.383753283340283,1.8185495303083559,13,761
15511,E Stamp,12.8898434,77.5634584,office,BIKASIPURA,2.7959675477797004,2.149767610156906,14,850
15512,GRACE ENTERPRISES,12.8932802,77.5539425,office,BIKASIPURA,3.5595688846709685,3.063688073762242,19,1125
15513,Transccon Solution That Connect,12.892916,77.5644438,office,BIKASIPURA,2.5291015047910568,1.9482835258020947,15,914
15514,"Magnic Labels Pvt. Ltd.,",12.8955407,77.5628943,office,BIKASIPURA,2.561372126464893,2.073350579180853,14,843
15515,India Post - Kumaraswamy Layout Sub Post Office,12.8964977,77.5589205,office,BIKASIPURA,2.937650621683496,2.499851802547306,16,957
15516,Nutricia warehouse,12.8888305,77.5607884,office,BIKASIPURA,3.100320436078694,2.460316826802797,19,1130
15517,Mallappa,12.8944834,77.5666133,office,BIKASIPURA,2.239896294694363,1.6848552690104177,13,762
15518,AVA Product and Services,12.8891656,77.5618953,office,BIKASIPURA,2.979083594412274,2.334963130145494,16,941
15519,Creative Solido,12.8882945,77.5611281,office,BIKASIPURA,3.101650102864826,2.448242403750093,19,1116
15520,Ramco Sleep Suite,12.887927,77.5598606,office,BIKASIPURA,3.2390806162573123,2.590831712097579,18,1097
15521,SPOORTHI APPARELS,12.889332,77.5617221,office,BIKASIPURA,2.9849656836709872,2.345907214160144,16,931
15522,Neelkamal Agency pvt Ltd,12.89566,77.56274,office,BIKASIPURA,2.5724072111088057,2.08922725213015,14,846
15523,Ampere Electric Vehicles Pvt. Ltd - Corporate Office,12.893842,77.5654649,office,BIKASIPURA,2.3832084593548455,1.819345930323397,13,761
15524,SVG EXPORTS PVT LTD,12.8881655,77.5613413,office,BIKASIPURA,3.0903703308929136,2.432516470946541,18,1109
15525,Madhus Office,12.8884274,77.5617442,office,BIKASIPURA,3.037879534779375,2.380938261620728,18,1099
15526,Golden Fabricators Kanakpura Road,12.8939049,77.5647961,office,BIKASIPURA,2.4447484235942487,1.8895420235530505,13,774
15527,JJ CONTROLS,12.8897706,77.5623141,office,BIKASIPURA,2.9046771799741906,2.268802815716015,17,1022
15528,S K TECHNOSYS,12.8950701,77.5540178,office,BIKASIPURA,3.4922040712109403,3.0368648523270156,18,1088
15529,Bangalore one,12.8851899,77.5559161,office,BIKASIPURA,3.763388391314357,3.1041261286475987,16,983
15530,L.K.KATHARE %26 CO (CHARTERED ACCOUNTANTS),12.8968147,77.561309,office,BIKASIPURA,2.6791561935250727,2.2408126396830856,15,878
15531,Sensedge Transportation Systems And Solutions Private Limited,12.8884345,77.5571254,office,BIKASIPURA,3.464290357334956,2.848600171828434,18,1095
15532,1184 Hub,12.8886042,77.5573349,office,BIKASIPURA,3.4352594204710147,2.8210146318440805,18,1089
15533,KeyTee Trading Company,12.8887609,77.5571271,office,BIKASIPURA,3.4465290194291396,2.836848469054582,18,1092
15534,Sunil T N,12.8900413,77.5572907,office,BIKASIPURA,3.3645217501508364,2.7784368525402114,17,1038
15535,3RCare India Pvt.Ltd,12.893441,77.560472,office,BIKASIPURA,2.892150182745266,2.3604167189164618,15,919
15536,ASEC Solutions,12.8882012,77.5591062,office,BIKASIPURA,3.292154023772293,2.6556224643522928,19,1118
15537,Principal Corner APARTMENT,12.8929313,77.5545498,office,BIKASIPURA,3.510372913138242,3.00364074458859,19,1121
15538,Greathornbill India Private Limited,12.8938538,77.5654909,office,BIKASIPURA,2.3801023514621877,1.8163395049393087,13,761
15539,SLV RiverSand Msand Suppliers,12.8902168,77.5626335,office,BIKASIPURA,2.8490658775030537,2.2195677187922187,15,887
15540,Guruprasad's residence,12.8936289,77.5603985,office,BIKASIPURA,2.8913474131006565,2.3651281286706376,15,915
15541,Bionova Lifesciences,12.8955559,77.5625686,office,BIKASIPURA,2.593847173611938,2.1084727775133714,14,837
15542,TVM Signalling and Transportation System Pvt Ltd (Office 6),12.8852816,77.5512802,office,BIKASIPURA,4.18839685670321,3.563916333204867,20,1208
15543,Aadhy Modular Interiors,12.8899769,77.5530997,office,BIKASIPURA,3.778552324483135,3.220000690993805,21,1262
15544,KPN LABELS PVT LTD,12.886087,77.5568698,office,BIKASIPURA,3.622419792307139,2.9691048275965364,17,1022
15545,ConsultHagnos,12.880384,77.5519693,office,BIKASIPURA,4.418765216402953,3.727710933604572,20,1216
15546,SriPar Home,12.8948158,77.5600212,office,BIKASIPURA,2.881409571172657,2.3901051791765857,15,909
15547,siri cnctech services,12.8950519,77.5559445,office,BIKASIPURA,3.2924292459148523,2.8285888685340024,18,1062
15548,Frontfoot Sports Management Pvt. Ltd.,12.8882506,77.5571264,office,BIKASIPURA,3.474239847695584,2.855202950101937,18,1101
15549,INTUC OFFICE CONSTRUCTION ENQUIRY (UMESH MK) %E0%B2%89%E0%B2%AE%E0%B3%87%E0%B2%B6%E0%B3%8D %E0%B2%8E%E0%B2%82 %E0%B2%95%E0%B3%86 (LABOUR CELL),12.8905508,77.551537,office,BIKASIPURA,3.909923499478284,3.3712849759325456,20,1222
15550,TaxAc Consultancy,12.8885173,77.5622233,office,BIKASIPURA,2.9892731829750643,2.329231742489987,19,1111
15551,Trinethra enterprises (Bwssb Plumber)chinnappa,12.8884198,77.5582896,office,BIKASIPURA,3.355602948078676,2.7301071286436094,17,1041
15552,CA office,12.8978699,77.5591113,office,BIKASIPURA,2.8798061510213118,2.4821235807626163,16,940
15553,SRI VINAYAK NETWORK BROADBAND INTERNET PROVIDER,12.8875821,77.5528181,office,BIKASIPURA,3.9206102754579364,3.321541493336992,19,1138
15554,spoorthy slv residency,12.8883712,77.5607333,office,BIKASIPURA,3.132809300158323,2.4845958447285,17,995
15555,UDYAMI ENTERPRISES,12.8851603,77.5559066,office,BIKASIPURA,3.7660486780305917,3.1064277317035316,16,984
15556,Raj engineering consultancy services,12.8907572,77.5644582,office,BIKASIPURA,2.6497029217655825,2.0130264997314313,14,831
15557,Ranju Agency,12.883767,77.55108,office,BIKASIPURA,4.291712471190848,3.647522652500333,19,1111
15558,Heritage Foods Limited,12.8951354,77.5548958,office,BIKASIPURA,3.3987379653224865,2.9414315177929957,18,1065
15559,Mahesh shetty BJP leader,12.8906344,77.5643174,office,BIKASIPURA,2.6699303195808257,2.031963817303622,14,818
15560,Engen CBS,12.8951769,77.560822,office,BIKASIPURA,2.7861275390428304,2.300266505284373,15,904
15561,Freelance Jobs Providers,12.8877972,77.5515972,office,BIKASIPURA,4.028290154028861,3.4407293326386554,20,1185
15562,Sairam International,12.8965228,77.5612075,office,BIKASIPURA,2.699079125136324,2.2519477933679637,15,886
15563,"Visa Consultants, USA, Online %26 Office",12.8951675,77.5604618,office,BIKASIPURA,2.823241127659852,2.3392758800694438,15,917
15564,Divya LAKSHMAIAH,12.886399,77.5587733,office,BIKASIPURA,3.430974000839971,2.766555156087303,15,926
15565,SLS Tool Company Office %26 Oven Shop,12.888324,77.5529362,office,BIKASIPURA,3.8721729488628016,3.28487814032937,19,1168
15566,Purva Zentech Business Park,12.8870997,77.5596939,office,BIKASIPURA,3.3046837486634204,2.6435578052403965,18,1061
15567,Kalpavruksha Agencies,12.8901964,77.5532133,office,BIKASIPURA,3.7574892381034215,3.2023858338596853,21,1254
15568,AMEYA-01-KANAKAPURA RD PROPERTY,12.8831973,77.5484373,office,BIKASIPURA,4.570772702974426,3.9360425293597623,18,1094
15569,Blovac Systems,12.8938219,77.5655827,office,BIKASIPURA,2.3728978225307995,1.8071839861516976,13,759
15570,Bikasipura,12.8921062,77.5595617,office,BIKASIPURA,3.0427949890336814,2.484497258247596,16,935
15571,Css Electricals Private Limited,12.8953911,77.5641206,office,BIKASIPURA,2.443663841754497,1.9419564622479668,15,903
15572,R-Logic Technology Services,12.8929834,77.565211,office,BIKASIPURA,2.452494259213562,1.8655337469961843,15,901
15573,Vinayaka Enterprises,12.886391,77.5587398,office,BIKASIPURA,3.4344813996741173,2.770227304520452,15,926
15574,91080 %7C WORKSPACE (KKP),12.8836173,77.5519848,office,BIKASIPURA,4.2167597478196015,3.564459461545995,18,1075
15575,BBMP HELP CENTER,12.8836018,77.5548367,office,BIKASIPURA,3.958715562395381,3.2856810327638017,18,1061
15576,Studioline2,12.8913024,77.5592027,office,BIKASIPURA,3.116493414921501,2.5423827620327013,16,955
15577,Purified Drinking Water,12.8822734,77.5569471,office,BIKASIPURA,3.861166707020732,3.1552612336390005,17,1039
15578,Sandbox Plug and play,12.8885961,77.5573492,office,BIKASIPURA,3.434345599786173,2.819836326886864,18,1090
15579,Caelum Lore IT Solutions PVT LTD,12.8884674,77.5610249,office,BIKASIPURA,3.1004686751018706,2.4512843921072704,19,1118
15580,Big Flex,12.8903759,77.5638241,office,BIKASIPURA,2.730444731705447,2.091991484515888,14,813
15581,AUTOSherpa CRM,12.8927966,77.5645649,office,BIKASIPURA,2.5238728397177885,1.9384469546863674,15,909
15582,HYMECH ENGINEERS,12.8887183,77.5605939,office,BIKASIPURA,3.124809217416863,2.4844719721253146,19,1132
15583,Bulldog Sportz Management Private Limited,12.8936149,77.5576442,office,BIKASIPURA,3.1693926530929835,2.660999082569267,17,994
15584,Loksatta Party Bangalore Office,12.8910851,77.5540996,office,BIKASIPURA,3.6303675972515714,3.0872387442167235,18,1104
15585,Shikhar Enterprises,12.8863787,77.5587587,office,BIKASIPURA,3.433548918632944,2.768933846422704,15,926
15586,KPTCL,12.8984876,77.5567754,office,BIKASIPURA,3.113649257813728,2.7390025196263137,17,1011
15587,Spacexworks Business Services,12.8919235,77.5653144,office,BIKASIPURA,2.5021287613154746,1.8847423800642995,15,878
15588,LADKH Innovativey,12.8954792,77.5629498,office,BIKASIPURA,2.5581697248990247,2.0678044387639467,14,844
15589,ABHIJNA PROJECTS PRIVATE LIMITED,12.8971461,77.5612877,office,BIKASIPURA,2.6711324553955618,2.2435383125478783,15,882
15590,SBEE Cables (India) Ltd,12.8949924,77.5655816,office,BIKASIPURA,2.3158453919678905,1.7884271887255914,13,797
15591,Mayur Enterprises,12.8851005,77.5559028,office,BIKASIPURA,3.7700308958706628,3.1095672376058867,16,985
15592,Ideal Display Signs LED Sign Board Manufacturers in Bangalore Glow Sign boards in Bangalore,12.8916198,77.5595639,office,BIKASIPURA,3.065821761952776,2.496072071276232,16,934
15593,Aknamed Corporate Office,12.8852016,77.5513149,office,BIKASIPURA,4.189467226383517,3.5636011218325443,20,1206
15594,Mantri - Arena,12.8857426,77.5533508,office,BIKASIPURA,3.968016535566384,3.3361529068061433,20,1217
15595,Vinardax Industries,12.8847407,77.5571845,office,BIKASIPURA,3.6773249539387205,3.001421756803073,17,1020
15596,MMC Mobile,12.8847062,77.5555844,office,BIKASIPURA,3.822960145478131,3.1593128097082195,16,987
15597,VRV Info Led - Digital signage manufacturers,12.895093,77.5643219,office,BIKASIPURA,2.4362435579137633,1.9231004550790787,14,819
15598,Avani Leisure Pvt Ltd,12.8842262,77.5500776,office,BIKASIPURA,4.359624911266624,3.7281712246216245,18,1060
15599,AEON TELECTRONICS PVT LTD,12.8939691,77.5656523,office,BIKASIPURA,2.358679572034843,1.7968732708626307,13,775
15600,Bluechip Corporate Investment Centre Limited,12.890775,77.563884,office,BIKASIPURA,2.7011773023802705,2.0712208261358893,14,845
15601,STARTUP360,12.8846115,77.5529155,office,BIKASIPURA,4.072881128848163,3.4276506260712414,17,1009
15602,Amazon Distributor Office,12.8951119,77.5629716,office,BIKASIPURA,2.5707921479962357,2.068646947007529,14,841
15603,IOTronicz,12.8836477,77.5521423,office,BIKASIPURA,4.20048611280213,3.5475032925709136,18,1078
15605,St Courier,12.8897679,77.5634052,office,BIKASIPURA,2.8054023536560613,2.158161073122716,14,850
15606,Post Office,12.8869796,77.5706143,office,BIKASIPURA,2.4240793477763996,1.6428630950291336,11,641
15607,GK Controls,12.8880865,77.5594938,office,BIKASIPURA,3.263155599188387,2.6210994989240826,18,1109
15608,Disc Technology Services Private Limited,12.8930428,77.5652969,office,BIKASIPURA,2.4411496285687617,1.8549823157230074,15,904
15609,KICKSTART WORKHUBS,12.8842117,77.5580643,office,BIKASIPURA,3.6342383658242454,2.9437317159666754,16,983
15610,360trenchless Pvt Ltd,12.8896971,77.5540605,office,BIKASIPURA,3.696440311716716,3.1265049113783387,19,1112
15611,Pyramidion Furniture Designers %26 Manufacturers,12.8940756,77.5649912,office,BIKASIPURA,2.4173846061404296,1.8655754527678592,13,772
15612,SBI Life Insurance Co. Ltd.,12.8916675,77.560706,office,BIKASIPURA,2.9525636323243742,2.374456478005403,15,907
15613,Elegant Furniture Solutions %26 Decor,12.8896451,77.5632332,office,BIKASIPURA,2.82848438822795,2.1804776975038163,17,1015
15614,PRADEEP SURGICAL DRESSINGS PVT LTD,12.8959678,77.562573,office,BIKASIPURA,2.57783013451255,2.105603232602365,14,847
15615,Hardware stores,12.8870834,77.5578734,office,BIKASIPURA,3.4712171439949615,2.8257181089341374,16,979
15616,APT COMPLIANCE SOLUTIONS PVT. LTD,12.8995782,77.5580757,office,BIKASIPURA,2.9541794346104524,2.6102408736987988,17,1008
15617,enArka India Pvt Ltd,12.8936045,77.5654554,office,BIKASIPURA,2.3963393065194474,1.8252382716709084,13,759
15618,GODREJ INTERIO KITCHENS (Anagha Home Solutions),12.8860098,77.557625,office,BIKASIPURA,3.5585064023321866,2.897771591647691,16,951
15619,Habib Engineering %26 Fabrication,12.8863189,77.5566787,office,BIKASIPURA,3.6260926914040037,2.9779660900317286,17,1027
15620,Metal closures quarters,12.8857052,77.5594033,office,BIKASIPURA,3.4190814726228536,2.738337284752999,16,946
15621,Aastha Allied Products And Solutions,12.8981677,77.560067,office,BIKASIPURA,2.7714495123286818,2.3806310721382107,15,920
15622,Hamza Enterprises,12.8947478,77.5619308,office,BIKASIPURA,2.6905821460112125,2.1848014326426517,14,850
15623,Wudless.com Experience Centre,12.8833578,77.5540847,office,BIKASIPURA,4.041409159965882,3.3707730705379326,18,1089
15625,Varna The powder coaters,12.8868726,77.5573256,office,BIKASIPURA,3.5339954501271804,2.889549161048722,17,1046
15626,Mymylz Destinations Pvt Ltd,12.895883,77.5566231,office,BIKASIPURA,3.1958712778790406,2.750406755703772,18,1082
15627,"UNIFIED ELECTRONICS INDIA LTD,",12.8939597,77.5644723,office,BIKASIPURA,2.473580719512955,1.923158897711884,13,779
15628,PENTA FORCE INDUSTRIES,12.8957463,77.5664337,office,BIKASIPURA,2.197287985869724,1.6890396139912192,13,805
15629,Agni,12.8947652,77.5576505,office,BIKASIPURA,3.1259275722572455,2.6465876058463627,17,1026
15630,MindCraft Spaces,12.8851122,77.5512022,office,BIKASIPURA,4.2049885338508695,3.578582504487002,20,1204
15631,S.L.V Pharma and vaccine distributors,12.8968063,77.5584151,office,BIKASIPURA,2.9814481591225075,2.5544788585723053,16,972
15632,BBMP help centre 185-Yelachenahalli,12.9000295,77.5710008,office,BIKASIPURA,1.571000790552347,1.2448642545079458,11,669
15633,Banglore Electricity Supply Company Limited,12.8984725,77.5570741,office,BIKASIPURA,3.0821520933932227,2.706588850348984,17,1006
15634,Vibhushitha Consultants Private Limited,12.8838466,77.5519502,office,BIKASIPURA,4.206528578470327,3.557518971809827,18,1073
15635,JIT SPRINGS,12.8895155,77.5553126,office,BIKASIPURA,3.582566368550847,3.0006742811307454,18,1091
15636,StarkTech,12.889667,77.559063,office,BIKASIPURA,3.214119930729659,2.606182188637491,17,1006
15637,Srimantha,12.8856275,77.5493627,office,BIKASIPURA,4.353120529741863,3.7458526363301727,20,1200
15638,Procura HR consultancy Pvt Ltd.,12.8836174,77.5519846,office,BIKASIPURA,4.216772269839978,3.56447468053265,18,1075
15639,Intergrow Brands pvt ltd,12.8815217,77.5568115,office,BIKASIPURA,3.924652197879306,3.2111980946622123,18,1058
15640,FabRsigns,12.8948,77.5657417,office,BIKASIPURA,2.3091328360620307,1.7736695138291696,13,790
15641,SAI CONSTRUCTION,12.8825042,77.54956,office,BIKASIPURA,4.505423807431681,3.8549391891591704,20,1192
15642,Bandhan Bank,12.8906645,77.5594009,office,BIKASIPURA,3.1293602302881625,2.539504299338129,16,962
15643,Reverend Technologies Pvt. Ltd.,12.8943246,77.567862,office,BIKASIPURA,2.128887370098098,1.5541337579934158,13,777
15644,The Big Market,12.8858323,77.5558789,office,BIKASIPURA,3.728285620891428,3.0789318555340843,17,1001
15645,Royaloak Furniture Kanakapura Road,12.8829519,77.5488636,office,BIKASIPURA,4.54453001241344,3.9040420745326485,20,1210
15646,Murugappa Infotech,12.8836372,77.5519907,office,BIKASIPURA,4.215047244330048,3.562969776740812,18,1075
15647,Quad Power Systems,12.8957314,77.5634008,office,BIKASIPURA,2.502521419950186,2.0172659564377207,14,848
15648,"Cherish Organics - Veggies, Fruits, Batters",12.8816115,77.555868,office,BIKASIPURA,3.9986704588975543,3.2934154717493698,18,1082
15649,Kubhera Infratech,12.8895761,77.555146,office,BIKASIPURA,3.595856800654869,3.016285212873275,18,1097
15650,Smaranam,12.8838079,77.5513085,office,BIKASIPURA,4.268154657121318,3.622981739274039,18,1056
15651,TOOL ELEMENTS,12.8946184,77.5650141,office,BIKASIPURA,2.389119781600423,1.8544421239474647,13,792
15652,ASK TEC ELV new,12.8977216,77.5590046,office,BIKASIPURA,2.894800347574171,2.4929069319849155,16,939
15653,Alex Infotech,12.8897476,77.5633987,office,BIKASIPURA,2.8072342521645446,2.159631479813738,14,850
15654,ADRUSHTA ENTERPRISES,12.8879934,77.5570312,office,BIKASIPURA,3.4973826204250162,2.87450596219591,19,1112
15655,ClayWorks DC,12.8852482,77.5512451,office,BIKASIPURA,4.193530548822934,3.5687988394736805,20,1207
15656,Wildcraft Office,12.9059716,77.593758,office,BIKASIPURA,0.9825590954698115,1.6371144027601165,9,538
15657,Modicare Distribution Point,12.8864187,77.5588566,office,BIKASIPURA,3.422266737807915,2.7574338078127405,15,924
15658,Dinesh Bhat,12.8946021,77.5550129,office,BIKASIPURA,3.4036402179444276,2.9330012792322164,18,1075
15659,ADRUSHTA ENTERPRISES,12.8905334,77.5572337,office,BIKASIPURA,3.3457955280223257,2.7702250254889926,17,1007
15660,Century Central,12.8921581,77.5647927,office,BIKASIPURA,2.537281013828983,1.9319542489245507,15,890
15661,State Bank of India MAINROADVASANTHPURA,12.8946452,77.5556391,office,BIKASIPURA,3.337427414012779,2.864962177975634,17,1042
15662,TRIVIKRAM GLOBAL FOODS PVT. LTD.,12.8964882,77.5589954,office,BIKASIPURA,2.930125260570627,2.491746127398751,16,956
15663,METRO Wholesale Kanakapura,12.8929385,77.5662299,office,BIKASIPURA,2.3590013642974017,1.759287137001086,15,915
15664,Muthoot Finance Ltd,12.8908152,77.5632464,office,BIKASIPURA,2.7576785725025497,2.1354064248463303,14,850
15665,SINANT %7C Global Technology %26 Management Consulting,12.8967395,77.5605647,office,BIKASIPURA,2.7589182365775105,2.3214769785483726,15,895
15666,PR Career Solutions,12.8877691,77.5517986,office,BIKASIPURA,4.0100538336220914,3.4207501590630796,22,1345
15667,Home Solutions,12.886489,77.5589357,office,BIKASIPURA,3.4107852646715404,2.746384547287347,15,923
15668,Madhus Garage Equipment Pvt. Ltd.,12.8883319,77.5617424,office,BIKASIPURA,3.0439772639562053,2.385266290685835,18,1097
15669,S.M. ENTERPRISES Gas Agency,12.8862568,77.5593598,office,BIKASIPURA,3.38748714827764,2.7156341651466276,15,920
15670,Murrelektronik India,12.8877122,77.5569488,office,BIKASIPURA,3.5207808838398904,2.893624192330627,19,1120
15673,trix hardware,12.8864149,77.5588966,office,BIKASIPURA,3.4189137460819095,2.75366935732352,15,927
15674,Viamagus Technologies Pvt Ltd,12.883601,77.552678,office,BIKASIPURA,4.154144675179923,3.496810993187367,18,1091
15675,Suryodhaya International Public School,12.8869379,77.5562484,office,BIKASIPURA,3.62992152965571,2.995218784448518,18,1077
15676,Green Oak Pre School,12.8887088,77.5578848,office,BIKASIPURA,3.377600598832183,2.7608433161909955,18,1093
15677,VMware Software India Pvt. Ltd.,12.9021376,77.5955177,office,BIKASIPURA,1.1518482339958722,1.5846128287222332,8,450
15678,"Office of Tejasvi Surya - Member of Parliament, Bengaluru South Lok Sabha Constituency",12.9196774,77.586091,office,BIKASIPURA,1.7843058331967039,2.5878692666892147,15,879
15680,sree anjaneya logistics,12.8854047,77.5589805,office,BIKASIPURA,3.4757975569532484,2.7943014138971463,16,959
15681,Insight Academy,12.8929803,77.5598786,office,BIKASIPURA,2.9715106372111895,2.4322780445729406,16,961
15682,TRUDEL FASHIONS PVT LTD (Monrow Shoes),12.8944835,77.5642795,office,BIKASIPURA,2.4677366335516875,1.935336548785893,14,811
15684,Alpine Public School,12.893453,77.5631778,office,BIKASIPURA,2.6244370106391113,2.0709891992242246,14,812
15688,KEB Office,12.9077243,77.5803894,office,BIKASIPURA,0.6738999053813464,1.2323011823694159,6,375
15689,For A Smarter Tomorrow (FAST),12.8933984,77.558894,office,BIKASIPURA,3.051928785069239,2.53019935959321,16,974
15692,"CB Physiotherapy, Kanakapura Road",12.8853555,77.5555757,office,BIKASIPURA,3.784416395380511,3.1302469818606027,16,973
15693,Dubai4u Investments,12.8835941,77.5521663,office,BIKASIPURA,4.201443556435105,3.5475856491253213,18,1079
15694,Adhithi medical center,12.883396,77.548594,office,BIKASIPURA,4.545052674464669,3.911915108306713,18,1090
15698,ASTRA PHYSIOTHERAPY AND REHABILITATION CENTRE,12.8908447,77.5632578,office,BIKASIPURA,2.754922796341525,2.1332189757558706,14,851
15704,"Government Model Public School, Doddakallasandra",12.8806644,77.5575691,office,BIKASIPURA,3.9225346562357073,3.1941216795036773,18,1059
15705,Paradise Travels,12.8806663,77.5575611,office,BIKASIPURA,3.9230544141044663,3.1947218349223387,18,1059
15711,Axis Bank ATM,12.8882511,77.560821,office,BIKASIPURA,3.132118968781294,2.480843984784658,17,995
