,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,distance_in_meters_from_voosh
627,659,Executive PG for gents,12.9267485,77.6089423,PG,"Adugodi, Bengaluru",1.195152270292413,1.041422835291634,,5,307
628,660,Swathi Ladies Pg,12.9445013,77.61707990000001,PG,"Adugodi, Bengaluru",3.315742614005732,2.7819618418853196,,17,1004
629,661,Shyam PG for Gents,12.9439694,77.6204535,PG,"Adugodi, Bengaluru",3.388462648684071,2.7758630636863253,,14,866
630,662,Good Lands PG For Ladies,12.9325533,77.6067468,PG,"Adugodi, Bengaluru",1.8401474628119465,1.7051600609226059,,10,571
631,663,Sri Lakshmi Ganesh,12.9359274,77.6085655,PG,"Adugodi, Bengaluru",2.2118657060884512,1.9531316625341513,,14,841
632,664,Sri Venkateswara Pg For Gents,12.9321552,77.6099321,PG,"Adugodi, Bengaluru",1.8043800447620906,1.508588754338761,,7,435
633,665,Stanza Living Dresden House,12.9350094,77.6084075,PG,"Adugodi, Bengaluru",2.109355166670183,1.864957535249328,,9,524
634,666,SAI TEJA PG FOR GENTS,12.9440701,77.6170198,PG,"Adugodi, Bengaluru",3.268050499624939,2.7336562507746502,,17,994
635,667,PR EXECUTIVE PG FOR GIRLS,12.9367761,77.6142602,PG,"Adugodi, Bengaluru",2.4049254410320233,1.9168107396011242,,13,753
636,668,Good lands pg for boys,12.9319886,77.6068015,PG,"Adugodi, Bengaluru",1.777095258987861,1.6490414478984228,,9,552
637,669,GAYATRI LUXURY PG for LADIES,12.931602900000001,77.61087890000002,PG,"Adugodi, Bengaluru",1.759108459002382,1.4153357565892328,,8,461
638,670,SMS Happy Homes Ladies PG,12.9482314,77.6172185,PG,"Adugodi, Bengaluru",3.7176574237114153,3.1966978246633775,,16,981
639,671,Stanza Living Salzburg House,12.9310848,77.6087012,PG,"Adugodi, Bengaluru",1.6743953001061331,1.4573012097963907,,7,435
640,672,Leo Stays PG for Men,12.9365591,77.6147224,PG,"Adugodi, Bengaluru",2.396702030482215,1.8909667536994177,,12,726
641,673,Mercury Gents Pg,12.938336,77.618301,PG,"Adugodi, Bengaluru",2.7213119088429387,2.116759854640042,,13,797
642,674,Gujarat PG Accomodation,12.943325300000001,77.6205109,PG,"Adugodi, Bengaluru",3.325501358502526,2.7072077734678253,,14,868
643,675,New Sapthagiri PG For Gents.,12.9329058,77.608241,PG,"Adugodi, Bengaluru",1.875117423417064,1.6599603500742284,,9,522
644,676,manu luxury pg,12.947784599999999,77.6170746,PG,"Adugodi, Bengaluru",3.665609536625975,3.146046300106111,,17,992
645,677,Rana PG for Gents,12.936865,77.61561,PG,"Adugodi, Bengaluru",2.45993366111423,1.9253407246878012,,12,738
646,678,Rentorio Saranga PG Accommodation- Boys ( Christ Central Campus),12.9283778,77.6093698,PG,"Adugodi, Bengaluru",1.3801123666783077,1.160794889362261,,6,346
647,679,vstayhappy,12.936563,77.61428559999999,PG,"Adugodi, Bengaluru",2.383015665801834,1.8930119353340764,,12,744
648,680,PG for Gents,12.9432784,77.62053909999999,PG,"Adugodi, Bengaluru",3.3220005154366947,2.7027819461755187,,14,869
649,681,Trinity Homes,12.9332008,77.6106994,PG,"Adugodi, Bengaluru",1.9309972002133085,1.5902477418411713,,9,519
650,682,Luxury PG FOR WOMEN,12.9329489,77.6096391,PG,"Adugodi, Bengaluru",1.8886608390124509,1.6023291640365567,,8,468
651,683,Green Lands PG for Ladies,12.9323477,77.6090801,PG,"Adugodi, Bengaluru",1.8170046070102746,1.5646710687877337,,9,557
652,684,Amity Mens PG,12.9421839,77.620612,PG,"Adugodi, Bengaluru",3.214820105958217,2.5859612029465464,,14,817
653,685,Sri Shiva Sai PG Gent's,12.929978,77.609626,PG,"Adugodi, Bengaluru",1.5600599371874875,1.3017045790018131,,6,382
654,686,Friends Comfort Stay PG,12.9347427,77.6171143,PG,"Adugodi, Bengaluru",2.3047942805799617,1.702628273678762,,11,649
655,687,Sri Krishna Krupa P G,12.933834800000001,77.6074075,PG,"Adugodi, Bengaluru",1.978954646863895,1.7931037726695633,,10,598
656,688,RB paying guest PG,12.936876400000001,77.6156083,PG,"Adugodi, Bengaluru",2.461064410662986,1.9266025297859182,,12,738
657,689,Sri lakshmi venkateshwara ladies PG,12.9432104,77.5990916,PG,"Adugodi, Bengaluru",3.169074830191612,3.1506892320833617,,15,914
658,690,SRi SAI Ladies pg,12.928956800000002,77.6094915,PG,"Adugodi, Bengaluru",1.4455819120311904,1.2089986692433852,,6,360
659,691,Park Avenue Paying Guest for Girls,12.9346309,77.62215690000001,PG,"Adugodi, Bengaluru",2.578074039073602,1.842437081229808,,9,562
660,692,Udupi Residency P.G For Men. Tavarekere,12.9318508,77.6094709,PG,"Adugodi, Bengaluru",1.765371395708472,1.4968723779777091,,7,445
661,693,LVR Student Living For Girls,12.9367205,77.6086339,PG,"Adugodi, Bengaluru",2.300246020463821,2.033006317414563,,14,862
662,694,Abode PG for Gents,12.9280313,77.6094091,PG,"Adugodi, Bengaluru",1.3423353257747703,1.126090546706282,,6,346
663,695,GoodLands Luxury PG,12.9257498,77.6086771,PG,"Adugodi, Bengaluru",1.0820999561877909,0.9790169841800577,,5,273
664,696,myroomie - Camellia Girls PG%2F Hostel,12.928676199999998,77.6104159,PG,"Adugodi, Bengaluru",1.430002616494452,1.1338908132067194,,7,394
665,697,Pelagia Paradise PG for Boy,12.930700300000002,77.6060189,PG,"Adugodi, Bengaluru",1.6427752275711662,1.58226153140157,,9,533
666,698,Zolo Phantom Co-Living %7C Redefining PG,12.9354888,77.6163246,PG,"Adugodi, Bengaluru",2.345417456077395,1.7764930245851276,,12,693
667,699,Malleswara pg for Gents,12.941723,77.61985809999999,PG,"Adugodi, Bengaluru",3.1340018915239,2.518127990929588,,14,867
668,700,Sri Veerabrahmendra Swamy PG for Gents,12.9284372,77.609462,PG,"Adugodi, Bengaluru",1.3878309596986185,1.1610929475340788,,6,360
669,701,Concept Pg For Boys,12.9370087,77.6245447,PG,"Adugodi, Bengaluru",2.9451404403697863,2.1940140136304094,,10,617
670,702,VENKATESHWARA PG,12.9288643,77.6100331,PG,"Adugodi, Bengaluru",1.4434392531751221,1.1714911113825948,,6,381
671,703,Abhiram PG for gents,12.929514900000001,77.6086714,PG,"Adugodi, Bengaluru",1.4998942896741745,1.3081177515732036,,7,402
672,704,New-Vinayaka Gents Pg,12.9386344,77.61792259999999,PG,"Adugodi, Bengaluru",2.7350812161746774,2.1432584662853458,,13,790
673,705,Ideal Royal PG for Men,12.942861,77.6212507,PG,"Adugodi, Bengaluru",3.3126080407979805,2.6756743457520136,,14,846
674,706,Sri Ganesh Pg for Ladies,12.9360912,77.6092478,PG,"Adugodi, Bengaluru",2.2335567987022236,1.944767983508488,,15,887
675,707,Blue Bells,12.9343403,77.6173048,PG,"Adugodi, Bengaluru",2.2736589076731284,1.661109413595258,,10,626
676,708,myroomie - Aster PG%2F Hostel%2F student Housing,12.9285102,77.6098902,PG,"Adugodi, Bengaluru",1.4021470487643253,1.1444164800842633,,6,369
677,709,Brindavan PG for Gent's,12.930061199999999,77.6106751,PG,"Adugodi, Bengaluru",1.5865434832224554,1.2625453310514445,,9,541
678,710,Zolo Polaris Co-Living %7C Redefining PG,12.9302559,77.60819359999999,PG,"Adugodi, Bengaluru",1.5804168126265008,1.4054336854527416,,7,439
679,711,Devi's PG,12.9385465,77.62039709999999,PG,"Adugodi, Bengaluru",2.8432550444272615,2.1882112506778966,,13,775
680,712,PARIBAR PG and Home Stay,12.9298064,77.60952540000001,PG,"Adugodi, Bengaluru",1.5398546291817246,1.2898180449323076,,6,378
681,713,AR Brothers PG For Ladies,12.932967,77.60844200000001,PG,"Adugodi, Bengaluru",1.882430321649212,1.6564455642982503,,9,518
682,714,"Opposite sri hari hara pg, Blue colour paint apartment",12.9364531,77.60892890000001,PG,"Adugodi, Bengaluru",2.2718187306368853,1.9941745390527057,,15,887
683,715,Shivas PG Accommodation For Boys,12.930716,77.6068011,PG,"Adugodi, Bengaluru",1.6359599976299335,1.5323939228046286,,8,509
684,716,Sri Srinivasa PG For Gents,12.9309983,77.60690240000001,PG,"Adugodi, Bengaluru",1.6664893444584938,1.5516087566841932,,9,528
685,717,Zolo Destiny PG,12.92539,77.6117789,PG,"Adugodi, Bengaluru",1.119472758142623,0.7416766507822956,,6,332
686,718,Sai ram pg for men,12.941322999999999,77.6082046,PG,"Adugodi, Bengaluru",2.8109278980792056,2.5329421094422973,,12,718
687,719,Sri Vinayaka Gents Pg,12.934719,77.619784,PG,"Adugodi, Bengaluru",2.44140681427942,1.7607355718711462,,10,606
688,720,Jain Pg,12.924427099999999,77.620513,PG,"Adugodi, Bengaluru",1.6512894828772733,0.7984991078131657,,5,313
689,721,Gayathri luxury Pg ladies,12.932405900000001,77.6086785,PG,"Adugodi, Bengaluru",1.821018897290707,1.5891246746295047,,9,544
690,722,Paying guest for Ladies,12.938183,77.6228172,PG,"Adugodi, Bengaluru",2.942906263591148,2.2336590317808063,,11,668
691,723,Gopal PG,12.940473599999999,77.62274079999999,PG,"Adugodi, Bengaluru",3.154818013255118,2.4688756871782647,,12,728
692,724,Stanza Living,12.935557000000001,77.60779699999999,PG,"Adugodi, Bengaluru",2.1696783670409565,1.9471393514700408,,9,540
693,725,Prathap PG for GENTs,12.9323695,77.6070713,PG,"Adugodi, Bengaluru",1.8176086084803034,1.6692792647701749,,9,552
694,726,New luxury PG for ladies,12.933510400000001,77.6097468,PG,"Adugodi, Bengaluru",1.9519465383509842,1.6563895428720805,,8,474
695,727,No Pg,12.9267011,77.6104664,PG,"Adugodi, Bengaluru",1.2162198158040296,0.9396978201275322,,6,373
696,728,Modern Deluxe PG for Gents %7C PG In Koramangala,12.9393761,77.6264931,PG,"Adugodi, Bengaluru",3.282553376583642,2.526179026445549,,13,795
697,729,Sri Ammulu PG For Ladies,12.9335737,77.60793819999999,PG,"Adugodi, Bengaluru",1.9490929879294618,1.7410647443160228,,10,570
698,730,Colive Springfield PG in Koramangala Bengaluru,12.9363288,77.6194282,PG,"Adugodi, Bengaluru",2.5764958670086724,1.9230493325564102,,12,691
699,731,Pelagia pg,12.9309727,77.6079969,PG,"Adugodi, Bengaluru",1.659887750552401,1.4844511048977183,,8,504
700,732,Sri Sai Residency Gents paying Guest accommodation,12.941667599999999,77.6277872,PG,"Adugodi, Bengaluru",3.570141811140526,2.817020055229209,,15,877
701,733,Gayatri Luxury PG for Gent's,12.9314746,77.60695009999999,PG,"Adugodi, Bengaluru",1.7190064515722285,1.5924485665868353,,9,516
702,734,Amity PG for men,12.9314632,77.62350079999999,PG,"Adugodi, Bengaluru",2.4051738710147683,1.6068389502438534,,9,518
703,735,SRI RAMA PG FOR GENTS,12.9288689,77.6101117,PG,"Adugodi, Bengaluru",1.445309794542749,1.1679769504145932,,10,575
704,736,Siva Sai PG for Gents,12.9329965,77.60739140000001,PG,"Adugodi, Bengaluru",1.8858345652128612,1.7119721830505175,,9,563
705,737,Pg,12.9270098,77.6094728,PG,"Adugodi, Bengaluru",1.2305457299661213,1.028814087146293,,6,331
706,738,Sai sree pg for ladies,12.937187800000002,77.6247137,PG,"Adugodi, Bengaluru",2.9720977572250464,2.2201849707032104,,10,618
707,739,Nandini PG for gents,12.9410606,77.6299944,PG,"Adugodi, Bengaluru",3.6677472073230253,2.885028534178761,,15,894
708,740,Anugraha pg for gents,12.9392028,77.6262328,PG,"Adugodi, Bengaluru",3.2500569212467014,2.495624341980887,,13,780
709,741,Shanvi Pg For Gents,12.9361049,77.6306368,PG,"Adugodi, Bengaluru",3.3208838040447484,2.494300572801462,,13,796
710,742,Om Sai PG for Gents,12.942355000000001,77.627268,PG,"Adugodi, Bengaluru",3.5983799046726324,2.8575678130938185,,15,911
711,743,Harjoth PG,12.9407618,77.625934,PG,"Adugodi, Bengaluru",3.37020680085359,2.634095187191444,,14,815
712,744,Sai Ram Pg for Ladies A%2FC,12.934539,77.63064399999999,PG,"Adugodi, Bengaluru",3.2071321980636207,2.369330881188704,,13,765
713,745,Shree shiva shakthi pg,12.9500482,77.603442,PG,"Adugodi, Bengaluru",3.812213192820568,3.618139680698725,,16,960
714,746,Lotus Comfort Gents Pg - Koramangala,12.9364952,77.6288222,PG,"Adugodi, Bengaluru",3.208543257722508,2.399885774201985,,15,913
715,747,SREE PG FOR GENTS,12.9296401,77.6087715,PG,"Adugodi, Bengaluru",1.514406464016556,1.3142296377120033,,7,402
716,748,"Square Yards, Sri Hari Hara Ladies Pg",12.9365484,77.6089817,PG,"Adugodi, Bengaluru",2.2826807614506914,2.0022593308397476,,15,887
717,749,Zolo Mitra Co-Living %7C Redefining PG,12.943615,77.6289045,PG,"Adugodi, Bengaluru",3.8160635808283967,3.065114743726223,,16,943
718,750,N S PG,12.9361746,77.62926479999999,PG,"Adugodi, Bengaluru",3.2176637303235323,2.4023799094721885,,16,957
719,751,Pelagia Palace Boys PG,12.9310396,77.6074551,PG,"Adugodi, Bengaluru",1.6681274525942835,1.5219621917313229,,8,509
720,752,Harjot PG,12.9408368,77.62589759999999,PG,"Adugodi, Bengaluru",3.3747339286966076,2.639811408087022,,14,819
721,753,PALACE PG,12.924461,77.6137475,PG,"Adugodi, Bengaluru",1.1280344341276305,0.5645921217951599,,5,283
722,754,Luxury pg for ladies,12.942647000000001,77.6282437,PG,"Adugodi, Bengaluru",3.686954872144929,2.9362334220954005,,15,899
723,755,Srivari PG For Gents,12.8983601,77.6179465,PG,"Adugodi, Bengaluru",2.24595437097618,2.37714141545834,,17,1012
724,756,Zolo Eternal,12.9404453,77.6289,PG,"Adugodi, Bengaluru",3.538844054335799,2.7626094358085145,,14,822
725,757,PG FOR GENTS,12.941107800000001,77.62680959999999,PG,"Adugodi, Bengaluru",3.456942118538084,2.7116857157866905,,14,828
726,758,PG,12.9386616,77.63154940000001,PG,"Adugodi, Bengaluru",3.5879980426282403,2.7733420772921855,,13,803
727,759,Royal Stay PG,12.9270074,77.60882640000001,PG,"Adugodi, Bengaluru",1.2227677966480992,1.0716106567354238,,5,318
728,760,Mysore Carnival PG for Gents,12.9398839,77.62905959999999,PG,"Adugodi, Bengaluru",3.5024966072603236,2.7199214341838824,,15,926
729,761,National Paying Guest,12.939264999999999,77.626377,PG,"Adugodi, Bengaluru",3.265081864465047,2.5092560841558362,,13,792
730,762,NEW SNS LUXURY PG FOR LADIES,12.917812800000002,77.6067936,PG,"Adugodi, Bengaluru",0.23229629039681693,0.9207419045372242,,4,262
731,763,Sapphire PG,12.9357781,77.6344103,PG,"Adugodi, Bengaluru",3.612070281775565,2.7629249631656516,,16,946
732,764,Prestige PG Building No.4,12.9224329,77.61802359999999,PG,"Adugodi, Bengaluru",1.3037810294029075,0.4502865870684904,,5,309
733,765,Students Corner %26 Girls' PG,12.942242599999998,77.6072979,PG,"Adugodi, Bengaluru",2.913852385725984,2.6603947138270385,,13,755
734,766,Pg Wilson garden,12.946225300000002,77.6009953,PG,"Adugodi, Bengaluru",3.4391524616214744,3.3360786068552906,,16,939
735,768,Remtans Adugodi,12.942782000000001,77.6073998,PG,"Adugodi, Bengaluru",2.9735782050367723,2.713915777789176,,13,770
736,769,Wilson Gardon,12.9362621,77.6131553,PG,"Adugodi, Bengaluru",2.318106843259633,1.8694017553197033,,11,670
737,772,Paying Guest Accommodation for Ladies,12.917618,77.593716,PG,"Adugodi, Bengaluru",1.5510599314375946,2.3274472989691057,,12,737
738,773,New Executive PG for ladies,12.915372099999999,77.6010095,PG,"Adugodi, Bengaluru",0.754412531937329,1.596308288893863,,9,510
739,774,Girls PG,12.9137588,77.6311671,PG,"Adugodi, Bengaluru",2.5306546604488673,1.8570672597453382,,11,666
740,782,Pg Granite,12.9427815,77.60261059999999,PG,"Adugodi, Bengaluru",3.028455120071926,2.915567849766702,,13,796
741,784,PG,12.9213474,77.6141804,PG,"Adugodi, Bengaluru",0.8975827663431952,0.22254042142690728,,3,167
742,791,Adugodi Police Station,12.939233900000001,77.6101668,PG,"Adugodi, Bengaluru",2.589790394091689,2.252285396753998,,12,747
743,792,Nestaway Technologies Pvt. Ltd. Corporate,12.9158259,77.645526,PG,"Adugodi, Bengaluru",4.074157719244558,3.3237706091101256,,14,848
744,793,The Forum Mall Koramangala,12.9344398,77.6112678,PG,"Adugodi, Bengaluru",2.0770306161090226,1.7061504784431056,,10,604
745,795,IICTN,12.9446506,77.619043,PG,"Adugodi, Bengaluru",3.4009436169368543,2.822820829690009,,15,888
746,915,Nestaway Technologies Pvt. Ltd. Corporate,12.9158259,77.645526,Apartment,"Ambalipura, Bengaluru",4.074157719244558,3.3237706091101256,,14,848
747,939,Apartment,12.9166918,77.63741759999999,Apartment,"Ambalipura, Bengaluru",3.1960858009473023,2.4398659540113385,,11,652
748,945,Olive Service Apartments HSR Layout Bangalore,12.9070377,77.6451853,Apartment,"Ambalipura, Bengaluru",4.1596140402962885,3.545625876633655,,17,993
749,947,D'Habitat Serviced Apartments in Bangalore Koramangala,12.940108500000001,77.62469820000001,Apartment,"Ambalipura, Bengaluru",3.2341500942548036,2.5108874975886364,,12,736
750,968,Olive Service Apartments Koramangala,12.9280031,77.62851459999999,Apartment,"Ambalipura, Bengaluru",2.5965906675333925,1.7309473322529774,,10,625
751,973,"Settlin.in, Property Consultancy",12.9118448,77.64150740000001,Apartment,"Ambalipura, Bengaluru",3.6684244084181725,2.9879683546612497,,15,898
752,980,Rent My Stay,12.919729400000001,77.6213998,Apartment,"Ambalipura, Bengaluru",1.5156506787751731,0.6832149349837809,,7,402
753,1030,Address Maker,12.927810000000001,77.632888,Apartment,"Ambalipura, Bengaluru",3.004092901832637,2.135259814940263,,11,658
754,1122,Nestaway Technologies Pvt. Ltd. Corporate,12.9158259,77.645526,Office,"Ambalipura, Bengaluru",4.074157719244558,3.3237706091101256,,14,848
755,1127,Commercial Office Bangalore,12.9327602,77.6356056,Office,"Ambalipura, Bengaluru",3.528071122903829,2.663628375970766,,14,838
756,1145,Novel Office - Koramangala %7C Office Space for rent in Bangalore %7C Co working Spaces,12.951609300000001,77.6079621,Office,"Ambalipura, Bengaluru",3.9545639829572337,3.6469814653762906,,17,1041
757,1155,315 Work Avenue HSR3,12.912919699999998,77.6325756,Office,"Ambalipura, Bengaluru",2.6930316164770596,2.0329163856002532,,11,643
758,1166,Office Space FOR RENT,12.903112599999998,77.58390920000001,Office,"Ambalipura, Bengaluru",2.9747877772077893,3.8432726065209963,,19,1154
759,1181,Curefit Office,12.9144135,77.6397348,Office,"Ambalipura, Bengaluru",3.451206239745509,2.7306954084275374,,13,754
760,1200,Furnished Office Bangalore,12.934472999999999,77.613315,Office,"Ambalipura, Bengaluru",2.1304077064308418,1.669787434339182,,14,810
761,1202,R.T Square,12.9174534,77.6277563,Office,"Ambalipura, Bengaluru",2.153866878689597,1.3916733302154929,,8,454
762,1206,Furnished Office,12.936195,77.62727209999998,Office,"Ambalipura, Bengaluru",3.067854064892348,2.272294300488627,,11,659
763,1207,Office of Additional Director General of Foreign Trade,12.9254416,77.62067370000001,Office,"Ambalipura, Bengaluru",1.7313407454999556,0.8906411657591842,,5,297
764,1218,Wipro Technologies,12.925648800000001,77.625054,Office,"Ambalipura, Bengaluru",2.1406433689172424,1.2739706725428241,,8,457
765,1228,SSC Office,12.925394800000001,77.62078670000001,Office,"Ambalipura, Bengaluru",1.7380039912610916,0.8952144657342266,,5,297
766,1232,"Office of Tejasvi Surya - Member of Parliament, Bengaluru South Lok Sabha Constituency",12.919677400000001,77.58609100000001,Office,"Ambalipura, Bengaluru",2.401769498451517,3.1438545792700747,,16,939
767,1233,Prestige Star Tech,12.9316987,77.6147832,Office,"Ambalipura, Bengaluru",1.8921979108535893,1.3505071758853857,,14,866
768,1235,IndiQube Sigma,12.9254,77.631495,Office,"Ambalipura, Bengaluru",2.7570918656510055,1.8920857789756786,,10,585
769,1237,Regional Passport Office,12.945955,77.6191489,Office,"Ambalipura, Bengaluru",3.540891302835785,2.9679477010156474,,15,898
770,1249,WeWork,12.9289492,77.6328922,Office,"Ambalipura, Bengaluru",3.061776761484628,2.193081873869835,,12,696
771,1250,IndiQube Garden,12.936661099999998,77.62152859999999,Office,"Ambalipura, Bengaluru",2.7249282230175496,2.025525277733083,,13,786
772,1259,Udaan.com,12.9117687,77.6406051,Office,"Ambalipura, Bengaluru",3.572565318242516,2.8969447758335316,,15,907
773,1265,Thoughtworks,12.928815400000001,77.62869470000001,Office,"Ambalipura, Bengaluru",2.660465097455917,1.7975335365369463,,10,615
774,1269,"ClayWorks Mini Forest - Coworking Space in Bangalore, JP Nagar",12.907128,77.598855,Office,"Ambalipura, Bengaluru",1.397079566891505,2.23818862406553,,15,899
775,1283,VFS Global Bengaluru,12.9144375,77.5995625,Office,"Ambalipura, Bengaluru",0.9249597033634498,1.777433772981404,,10,624
776,1287,Pole To Win,12.8985659,77.63097579999999,Office,"Ambalipura, Bengaluru",3.1644229006018194,2.8999215033806065,,16,959
777,1295,Thrillophilia,12.9185882,77.6518605,Office,"Ambalipura, Bengaluru",4.768993741372337,3.9857470113359224,,16,940
778,1297,BDO India LLP,12.9392252,77.62539509999999,Office,"Ambalipura, Bengaluru",3.1974819759914666,2.455232581380364,,13,751
779,1307,"Croyez Immigration(Canada PR Consultants, Study Visa, Canada Job Consultancy in Bangalore)",12.924063499999999,77.6387443,Office,"Ambalipura, Bengaluru",3.4560088113741565,2.6112509312155456,,14,838
780,1308,Brillio,12.907375199999999,77.59959930000001,Office,"Ambalipura, Bengaluru",1.3212837119335878,2.157946228409208,,12,697
781,1317,IndiQube Aerial,12.937843199999998,77.6108358,Office,"Ambalipura, Bengaluru",2.4441313886138887,2.085131607133337,,12,690
782,1332,"Medical Superintendent's Office, NIMHANS",12.9397528,77.5941316,Office,"Ambalipura, Bengaluru",3.031109814752499,3.1947249372658777,,14,844
783,1334,State Bank of India JAKKASANDRA BENGALURU,12.927655999999999,77.621478,Office,"Ambalipura, Bengaluru",1.9547311101891358,1.1353560865760686,,6,376
784,1343,AVL India Pvt. Ltd.,12.9490604,77.59929009999999,Office,"Ambalipura, Bengaluru",3.788823654204101,3.7010103704400783,,17,1049
785,1345,American Express Banking Corp.,12.9375218,77.6280172,Office,"Ambalipura, Bengaluru",3.2310304890016304,2.4393774291976507,,13,788
786,1355,NIMHANS Hospital,12.9388501,77.5941345,Office,"Ambalipura, Bengaluru",2.944070780383173,3.124758404057445,,15,887
787,1470,SVG%26Swapna new luxury PG for Ladies,12.9159601,77.6503017,PG,"Ambalipura, Bengaluru",4.591691976583597,3.836275518625326,,16,950
788,1475,SNS PG FOR GENT'S,12.9250926,77.63808759999999,PG,"Ambalipura, Bengaluru",3.4191915378563644,2.5664473486052217,,12,704
789,1478,myroomie - Aster PG%2F Hostel%2F student Housing,12.9285102,77.6098902,PG,"Ambalipura, Bengaluru",1.4021470487643253,1.1444164800842633,,6,369
790,1483,Zolo Enigma - PG,12.9155774,77.6461168,PG,"Ambalipura, Bengaluru",4.138445586711039,3.390807808245078,,14,852
791,1487,Pattalamma Ladies PG,12.9179523,77.65188990000001,PG,"Ambalipura, Bengaluru",4.768513119956021,3.991473171179827,,16,956
792,1488,Sri Lakshmi Srinivasa PG for ladies,12.9228846,77.6496011,PG,"Ambalipura, Bengaluru",4.579281609187461,3.7576431944257345,,15,898
793,1491,Colive Richfield PG In HSR Layout Bengaluru,12.922751199999999,77.6465346,PG,"Ambalipura, Bengaluru",4.249280390520767,3.4255000481101763,,14,868
794,1496,Sri Sai PG (Gents),12.9207916,77.64878859999999,PG,"Ambalipura, Bengaluru",4.458992815644162,3.653919533953997,,15,896
795,1497,PSR PG (Men),12.922751199999999,77.6465346,PG,"Ambalipura, Bengaluru",4.249280390520767,3.4255000481101763,,14,868
796,1498,PG in HSR Sector 7,12.9062768,77.63618129999999,PG,"Ambalipura, Bengaluru",3.2483316737039623,2.7206699786669133,,15,876
797,1499,myroomie - Jasmine Girls Pg%2FHostel,12.927334,77.591317,PG,"Ambalipura, Bengaluru",2.195405148173711,2.7185893796995635,,15,918
798,1501,OM SRI SAIRAM DELUX LADIES PG- HSR LAYOUT,12.9214995,77.64715190000001,PG,"Ambalipura, Bengaluru",4.293309493222197,3.4806572939022593,,14,848
799,1502,Colive Splendour PG in HSR Layout Bengaluru,12.9195114,77.64771379999999,PG,"Ambalipura, Bengaluru",4.328365902752087,3.5348665677389204,,13,798
800,1503,Hamlet Stays Vega PG in HSR Bangalore,12.921812300000001,77.6454698,PG,"Ambalipura, Bengaluru",4.118181717239574,3.301180045002945,,14,815
801,1504,Biswas Girl's PG,12.9149615,77.6358427,PG,"Ambalipura, Bengaluru",3.0269962217246067,2.3056354875936997,,13,775
802,1505,Zolo Inxs PG,12.910039999999999,77.6311742,PG,"Ambalipura, Bengaluru",2.6056528788836513,2.038539733659258,,12,745
803,1508,SRI BALAJI LADIES PG-Best PG in HSR Layout,12.9106366,77.64428029999999,PG,"Ambalipura, Bengaluru",3.9847591139913003,3.3146939018937758,,16,946
804,1509,Zolo Elysium Co-Living %7C Redefining PG,12.909484800000001,77.6320401,PG,"Ambalipura, Bengaluru",2.7124251823478205,2.150805625853121,,12,740
805,1511,Shiva Luxury Ladies PG HSR Layout 6th Sector,12.9166805,77.6269319,PG,"Ambalipura, Bengaluru",2.060032284525273,1.3218124151216453,,12,714
806,1512,Zolo PG,12.909374699999999,77.641258,PG,"Ambalipura, Bengaluru",3.6869358630790017,3.0529592451303253,,16,949
807,1513,Park avenue pg for ladies,12.9190747,77.6496686,PG,"Ambalipura, Bengaluru",4.5355654719271365,3.747111863685868,,15,889
808,1514,Zolo Park View Co-Living %7C Redefining PG,12.913960699999999,77.64020790000001,PG,"Ambalipura, Bengaluru",3.505383841210123,2.791646840968261,,13,794
809,1518,Sri nivasam elite luxury ladies pg,12.910522300000002,77.6442979,PG,"Ambalipura, Bengaluru",3.988582780127202,3.3203381789606388,,16,942
810,1519,"CM Luxury gents PG, Bomanhalli signal",12.9071788,77.6298862,PG,"Ambalipura, Bengaluru",2.5752460914715734,2.112655317113138,,11,652
811,1520,myroomie - Jasmine Girls Pg%2FHostel,12.927334,77.591317,PG,"Ambalipura, Bengaluru",2.195405148173711,2.7185893796995635,,15,918
812,1525,Pg for ladies in hsr layout,12.918183099999998,77.6424507,PG,"Ambalipura, Bengaluru",3.748307447188969,2.9683900610480216,,13,808
813,1527,Girls PG,12.9137588,77.6311671,PG,"Ambalipura, Bengaluru",2.5306546604488673,1.8570672597453382,,11,666
814,1529,Stayvel PG for Gents %2F PG in Bommanhalli,12.9027642,77.6325126,PG,"Ambalipura, Bengaluru",3.045712237486468,2.655023501565116,,14,825
815,1530,Sudharshan's Gents PG,12.907234800000001,77.63578009999999,PG,"Ambalipura, Bengaluru",3.1728872043196894,2.6271523149383813,,14,832
816,1532,Sri Lakshmi Chaitanya PG For Gents,12.923229300000001,77.6342643,PG,"Ambalipura, Bengaluru",2.963191393283363,2.116940166575957,,12,728
817,1537,Zolo Rhapsody Co-Living %7C Redefining PG,12.935496800000001,77.6342869,PG,"Ambalipura, Bengaluru",3.5824861501133975,2.732416482080004,,15,884
818,1539,Paying guest for Ladies,12.938183,77.6228172,PG,"Ambalipura, Bengaluru",2.942906263591148,2.2336590317808063,,11,668
819,1540,Colive Highland PG,12.945480400000001,77.6293718,PG,"Ambalipura, Bengaluru",4.013705871692668,3.271361966230293,,17,996
820,1543,Zolo Destiny PG,12.92539,77.6117789,PG,"Ambalipura, Bengaluru",1.119472758142623,0.7416766507822956,,6,332
821,1545,Zolo Maple PG,12.9325585,77.610949,PG,"Ambalipura, Bengaluru",1.8650198962161473,1.5140090313296874,,8,490
