Place_name,Latitude,Longitude,Category,Region
Lighthouse PG (For Gents),12.9510196,77.7029956,PG,"Kaverappa Layout, Bengaluru"
Teertha PG For Gents,12.9496918,77.7044937,PG,"Kaverappa Layout, Bengaluru"
SLT LUXURY PG FOR GENTS,12.9503953,77.7018491,PG,"Kaverappa Layout, Bengaluru"
Primepgs %7C PGs In Bangalore %7C Unisex Pgs,12.9895964,77.7132161,PG,"Kaverappa Layout, Bengaluru"
Sri Gayathri Devi PG For Gents,12.9505161,77.7013279,PG,"Kaverappa Layout, Bengaluru"
Sri Residential Paying Guest Hostel For Gents,12.9499676,77.6978187,PG,"Kaverappa Layout, Bengaluru"
Sri Thirumala Sai Baba Life Style PG for Gents,12.9275631,77.6866947,PG,"Kaverappa Layout, Bengaluru"
J.p.comforts Pg,12.9502816,77.7011463,PG,"Kaverappa Layout, Bengaluru"
SNS PG %2FSNS paying guest for gents,12.9495245,77.7042449,PG,"Kaverappa Layout, Bengaluru"
Five star odia pg for gents,12.947878,77.7038876,PG,"Kaverappa Layout, Bengaluru"
Rajamatha PG For Gents,12.9502447,77.7022306,PG,"Kaverappa Layout, Bengaluru"
SLV PG for Ladies,12.9310156,77.6835257,PG,"Kaverappa Layout, Bengaluru"
SLV PG FOR GENTS,12.9269195,77.6874592,PG,"Kaverappa Layout, Bengaluru"
Vijaya pg for gents,12.9494106,77.7025676,PG,"Kaverappa Layout, Bengaluru"
Stanza Living Scottsdale House Boys PG,12.9494694,77.697967,PG,"Kaverappa Layout, Bengaluru"
Sri Rajamatha Pg,12.9463348,77.7035894,PG,"Kaverappa Layout, Bengaluru"
Suyash PG,12.9520119,77.6974223,PG,"Kaverappa Layout, Bengaluru"
PG Gents,12.9502826,77.7032589,PG,"Kaverappa Layout, Bengaluru"
sri lakshmi venkata sai pg,12.9506345,77.7033997,PG,"Kaverappa Layout, Bengaluru"
Sai charitha pg,12.945861,77.6823095,PG,"Kaverappa Layout, Bengaluru"
Akshaya PG For Ladies,12.949562,77.7018484,PG,"Kaverappa Layout, Bengaluru"
James Bond PG%5BGents%5D,12.9485941,77.7043286,PG,"Kaverappa Layout, Bengaluru"
Ramya PG For Gents,12.9293274,77.6780513,PG,"Kaverappa Layout, Bengaluru"
PGstay.com,12.9559808,77.6970032,PG,"Kaverappa Layout, Bengaluru"
Primepgs %7C PGs In Bangalore %7C Unisex Pgs,12.9895964,77.7132161,PG,"Kaverappa Layout, Bengaluru"
Sai krishna Pg for gents,12.9500359,77.7015942,PG,"Kaverappa Layout, Bengaluru"
Sai Ladies PG,12.9515566,77.6978757,PG,"Kaverappa Layout, Bengaluru"
Sns Pg for Ladies,12.9502212,77.7002364,PG,"Kaverappa Layout, Bengaluru"
PSR PG HOSTEL,12.9532653,77.6942165,PG,"Kaverappa Layout, Bengaluru"
Sivasai PG,12.9307606,77.682852,PG,"Kaverappa Layout, Bengaluru"
Pg,12.928122,77.6772827,PG,"Kaverappa Layout, Bengaluru"
Parvati Pg,12.9489554,77.7042999,PG,"Kaverappa Layout, Bengaluru"
Cozy Room%E2%80%99s. Men Pg,12.9230283,77.6741546,PG,"Kaverappa Layout, Bengaluru"
GVS PG FOR GENTS,12.957451,77.7038386,PG,"Kaverappa Layout, Bengaluru"
JAYALAKSHMI PG FOR GENTS,12.9289592,77.6783766,PG,"Kaverappa Layout, Bengaluru"
Sri Venkata Sai pg for gents new pg,12.9280394,77.6746037,PG,"Kaverappa Layout, Bengaluru"
SAI TEJA GENTS PG,12.957698,77.7019245,PG,"Kaverappa Layout, Bengaluru"
SLB PG for Gents,12.9593054,77.70022,PG,"Kaverappa Layout, Bengaluru"
Sri Malyadri Lakshmi Narasimha Swamy PG,12.9504835,77.7015681,PG,"Kaverappa Layout, Bengaluru"
Sai best PG,12.9252933,77.6744536,PG,"Kaverappa Layout, Bengaluru"
Sri Lakshmi Narasimha PG For Ladies,12.949864,77.7012694,PG,"Kaverappa Layout, Bengaluru"
Zolo Mustard - PG in Marathahalli for Gents in Bangalore,12.9589426,77.7084164,PG,"Kaverappa Layout, Bengaluru"
Sri rama pg for gents,12.9300484,77.6773534,PG,"Kaverappa Layout, Bengaluru"
Zolo Asmi Co-Living %7C Redefining PG,12.954909,77.7106108,PG,"Kaverappa Layout, Bengaluru"
Vinayaka Gents PG,12.9514553,77.7045527,PG,"Kaverappa Layout, Bengaluru"
Ashwini PG Gents,12.9241391,77.6741656,PG,"Kaverappa Layout, Bengaluru"
Anjanadri Gents PG,12.9509894,77.7041698,PG,"Kaverappa Layout, Bengaluru"
24%C3%977 Freedom Pg For Gents,12.9478653,77.7040257,PG,"Kaverappa Layout, Bengaluru"
Zolo Pepper - PG in Marathahalli Bangalore,12.9571713,77.7096945,PG,"Kaverappa Layout, Bengaluru"
MVSR PG,12.9546362,77.6911611,PG,"Kaverappa Layout, Bengaluru"
SAI THANMAYEE PG FOR GENTS..,12.9518572,77.7035315,PG,"Kaverappa Layout, Bengaluru"
Shri Shriyan Comforts PG for GENTS,12.9584082,77.7030492,PG,"Kaverappa Layout, Bengaluru"
sai veer bhadra pg for ladies,12.9502267,77.7008261,PG,"Kaverappa Layout, Bengaluru"
Srl PG For Gents,12.9590171,77.7034406,PG,"Kaverappa Layout, Bengaluru"
Sai Krupa Gents PG,12.9229362,77.6737894,PG,"Kaverappa Layout, Bengaluru"
Sri Balaji Pg,12.9584096,77.7036529,PG,"Kaverappa Layout, Bengaluru"
Sri Vengamamba pg for gents,12.9524042,77.7004268,PG,"Kaverappa Layout, Bengaluru"
SMS deluxe PG FOR GENTS,12.9504264,77.7013135,PG,"Kaverappa Layout, Bengaluru"
Samrat PG Fit Gents,12.9504253,77.7020202,PG,"Kaverappa Layout, Bengaluru"
Tamarind PG Hostel,12.9502827,77.7042962,PG,"Kaverappa Layout, Bengaluru"
Biswajit's PG,12.9586971,77.7027262,PG,"Kaverappa Layout, Bengaluru"
Varsha gents pg,12.9578292,77.7036867,PG,"Kaverappa Layout, Bengaluru"
Siri Ladies PG,12.9523744,77.7013488,PG,"Kaverappa Layout, Bengaluru"
Srivari Gents PG,12.9546172,77.707987,PG,"Kaverappa Layout, Bengaluru"
SLVR Gents PG,12.9488153,77.7025968,PG,"Kaverappa Layout, Bengaluru"
Zolo Utopia - PG in Kundalahalli,12.9516806,77.7158713,PG,"Kaverappa Layout, Bengaluru"
Sathvika's PG,12.9601141,77.7021335,PG,"Kaverappa Layout, Bengaluru"
Sri Lakshmi Venkatwara Pg for Gents,12.9548242,77.6940365,PG,"Kaverappa Layout, Bengaluru"
Sai PG Accommodation,12.922245,77.6727568,PG,"Kaverappa Layout, Bengaluru"
Nisarga Gents Pg Near Rga Tech Park,12.9087058,77.7008509,PG,"Kaverappa Layout, Bengaluru"
Sowmya PG,12.9393487,77.6967057,PG,"Kaverappa Layout, Bengaluru"
Abhilasha Pg House,12.9236455,77.6737596,PG,"Kaverappa Layout, Bengaluru"
SLNS PG for Gents,12.9216302,77.6637828,PG,"Kaverappa Layout, Bengaluru"
Sri Ganesh Sai Balaji Luxury PG for Gents,12.9095555,77.6817083,PG,"Kaverappa Layout, Bengaluru"
Anitha Gents PG,12.9578398,77.7098863,PG,"Kaverappa Layout, Bengaluru"
Zolo Symphone Co-Living %7C Redefining PG,12.9267189,77.6698394,PG,"Kaverappa Layout, Bengaluru"
Paying Guest Accommation,12.9566294,77.7046823,PG,"Kaverappa Layout, Bengaluru"
NEW SHRI SAINATHA PG FOR GENTS,12.9155298,77.6982968,PG,"Kaverappa Layout, Bengaluru"
Sri Siddhi Vinayaka PG,12.9578456,77.7032481,PG,"Kaverappa Layout, Bengaluru"
S.L.C.S PG FOR GENTS,12.9250021,77.6964551,PG,"Kaverappa Layout, Bengaluru"
"HIGH TECH LUXURY PG ,, SREE GANGA BHAVANI LADIES PG",12.9537298,77.7150254,PG,"Kaverappa Layout, Bengaluru"
Kushpoo Gents pg,12.9593241,77.7020559,PG,"Kaverappa Layout, Bengaluru"
Zolo Century - PG,12.9086416,77.6804651,PG,"Kaverappa Layout, Bengaluru"
Ganga pg,12.9584153,77.7005669,PG,"Kaverappa Layout, Bengaluru"
PG For Gents,12.9589914,77.6999564,PG,"Kaverappa Layout, Bengaluru"
myroomie - Blossom Girls PG%2FHostel,12.9323335,77.6107146,PG,"Kaverappa Layout, Bengaluru"
Colive Campbell PG in Munnekollal Bengaluru,12.9513605,77.7118356,PG,"Kaverappa Layout, Bengaluru"
Raj Pg,12.9574167,77.7025336,PG,"Kaverappa Layout, Bengaluru"
Zolo Anise,12.9195213,77.6670121,PG,"Kaverappa Layout, Bengaluru"
Vaishnavi PG,12.9560918,77.7125719,PG,"Kaverappa Layout, Bengaluru"
Shri Sainatha Gents PG,12.9048625,77.6950065,PG,"Kaverappa Layout, Bengaluru"
Jayanthi PG For Ladies,12.9278814,77.6709118,PG,"Kaverappa Layout, Bengaluru"
Sri Manjunatha Nilayam,12.9360052,77.698867,PG,"Kaverappa Layout, Bengaluru"
Dream house pg for ladies,12.9500957,77.7019862,PG,"Kaverappa Layout, Bengaluru"
Zolo Themis Co-Living %7C Redefining PG,12.9088545,77.6846683,PG,"Kaverappa Layout, Bengaluru"
Venkata Sai Gents Pg,12.961647,77.7021142,PG,"Kaverappa Layout, Bengaluru"
Ramana Studio Rooms,12.9384658,77.6992245,PG,"Kaverappa Layout, Bengaluru"
Anusha PG for Gents,12.9273279,77.6709478,PG,"Kaverappa Layout, Bengaluru"
Zolo Elements PG,12.965503,77.721947,PG,"Kaverappa Layout, Bengaluru"
SLV PG,12.9359925,77.6995501,PG,"Kaverappa Layout, Bengaluru"
KNR PG for Gents (Home Like PG),12.9032006,77.7057131,PG,"Kaverappa Layout, Bengaluru"
New Horizon College Of Engineering- Girls Hostel,12.9348282,77.6931778,PG,"Kaverappa Layout, Bengaluru"
Gents PG,12.9568232,77.7393763,PG,"Kaverappa Layout, Bengaluru"
Colive Cupertino PG in Spice Garden Layout Bengaluru,12.9589186,77.7096366,PG,"Kaverappa Layout, Bengaluru"
SRI GANESH PG - PG FOR LADIES,12.9088236,77.6804774,PG,"Kaverappa Layout, Bengaluru"
PG,12.9524453,77.7012029,PG,"Kaverappa Layout, Bengaluru"
The Campsite - Camping Near Bangalore,12.7518084,77.5219879,PG,"Kaverappa Layout, Bengaluru"
Manya Studio Rooms Ladies Pg In Kadubeesanahalli,12.9389118,77.6970565,PG,"Kaverappa Layout, Bengaluru"
Sri Lakshmi paying Guest for Gents,12.8952996,77.7171266,PG,"Kaverappa Layout, Bengaluru"
"Grm Pg,srinivasa Residency",12.9501205,77.7004395,PG,"Kaverappa Layout, Bengaluru"
Sri Lakshmi Narayana Swamy PG for Gents,12.948689,77.7021343,PG,"Kaverappa Layout, Bengaluru"
Sri a luxury pg for gents,12.900977,77.7095185,PG,"Kaverappa Layout, Bengaluru"
sai Ramaswamy pg,12.9122663,77.6774649,PG,"Kaverappa Layout, Bengaluru"
Satyadeva PG for Gents,12.91997,77.6329545,PG,"Kaverappa Layout, Bengaluru"
PG,12.9502139,77.6981023,PG,"Kaverappa Layout, Bengaluru"
Stanza Living Potsdam House,12.9082053,77.6853628,PG,"Kaverappa Layout, Bengaluru"
Sri Satyadeva PG for Gents,12.9957313,77.6856127,PG,"Kaverappa Layout, Bengaluru"
SSV Gents PG,12.9591867,77.7047267,PG,"Kaverappa Layout, Bengaluru"
AP PG,12.9907447,77.5941727,PG,"Kaverappa Layout, Bengaluru"
Saapaad,12.9391415,77.6953333,Restaurant,"Kaverappa Layout, Bengaluru"
Jalsa Gold Restaurant,12.9387344,77.6951156,Restaurant,"Kaverappa Layout, Bengaluru"
Egg Adda,12.9361321,77.7038836,Restaurant,"Kaverappa Layout, Bengaluru"
Brims Kitchen,12.9307606,77.703211,Restaurant,"Kaverappa Layout, Bengaluru"
Jashn Restaurant,12.9386671,77.6950936,Restaurant,"Kaverappa Layout, Bengaluru"
Dine Bell Restaurant,12.9381273,77.6985114,Restaurant,"Kaverappa Layout, Bengaluru"
Shawarma Cravings,12.9383063,77.6986116,Restaurant,"Kaverappa Layout, Bengaluru"
Basaveshwara khanavali,12.9360852,77.6922348,Restaurant,"Kaverappa Layout, Bengaluru"
Zafron the resto cafe,12.9366148,77.7033076,Restaurant,"Kaverappa Layout, Bengaluru"
Swathi Deluxe,12.9378186,77.6990037,Restaurant,"Kaverappa Layout, Bengaluru"
Momos,12.9372133,77.7024727,Restaurant,"Kaverappa Layout, Bengaluru"
SHARIEF BHAI CUISINE,12.9391363,77.6953148,Restaurant,"Kaverappa Layout, Bengaluru"
Visantoe,12.935017,77.694078,Restaurant,"Kaverappa Layout, Bengaluru"
Sri vaishnavi foods,12.935353,77.7008981,Restaurant,"Kaverappa Layout, Bengaluru"
Rotti Mane,12.9383785,77.6946145,Restaurant,"Kaverappa Layout, Bengaluru"
Bismillah Ambur biriyani,12.9376561,77.6938722,Restaurant,"Kaverappa Layout, Bengaluru"
DELHI RESTAURANT,12.938578,77.6947822,Restaurant,"Kaverappa Layout, Bengaluru"
Zaika House,12.9345786,77.6936066,Restaurant,"Kaverappa Layout, Bengaluru"
Absolute shawarma,12.9347405,77.6936238,Restaurant,"Kaverappa Layout, Bengaluru"
Bengali Hotel,12.9385954,77.6975067,Restaurant,"Kaverappa Layout, Bengaluru"
Chaayos Green Glen Layout,12.9273085,77.6706241,Restaurant,"Kaverappa Layout, Bengaluru"
Beard brother's cafe,12.9344404,77.7039258,Restaurant,"Kaverappa Layout, Bengaluru"
Hotel Lakshmi Normal,12.9317141,77.7034681,Restaurant,"Kaverappa Layout, Bengaluru"
Chungwah,12.9351488,77.6939516,Restaurant,"Kaverappa Layout, Bengaluru"
Pizza Hut,12.9387587,77.6952112,Restaurant,"Kaverappa Layout, Bengaluru"
Bappy Laskar,12.9327875,77.6939954,Restaurant,"Kaverappa Layout, Bengaluru"
Bhagya Sagar Veg Restaurant,12.9350044,77.6940814,Restaurant,"Kaverappa Layout, Bengaluru"
Hotel Shanthi Sagar,12.9335411,77.6967654,Restaurant,"Kaverappa Layout, Bengaluru"
Oogway Express-Marathahalli,12.936362,77.7038016,Restaurant,"Kaverappa Layout, Bengaluru"
Gowdru mane oota,12.9348804,77.69088,Restaurant,"Kaverappa Layout, Bengaluru"
Panathur Food Street,12.9373077,77.702277,Restaurant,"Kaverappa Layout, Bengaluru"
Sri SOUTH SPICE Andhra Restaurant,12.9378826,77.7009089,Restaurant,"Kaverappa Layout, Bengaluru"
Ma Sitala,12.9352223,77.7037004,Restaurant,"Kaverappa Layout, Bengaluru"
Basmati Food Networks,12.9408365,77.6964296,Restaurant,"Kaverappa Layout, Bengaluru"
Nook,12.9370677,77.6951343,Restaurant,"Kaverappa Layout, Bengaluru"
Hell's Kitchen,12.936493,77.692413,Restaurant,"Kaverappa Layout, Bengaluru"
SKC Biriyani and tandoor,12.936707,77.7031177,Restaurant,"Kaverappa Layout, Bengaluru"
Lunch Box Kadubisanhalli FC,12.93703,77.692917,Restaurant,"Kaverappa Layout, Bengaluru"
Gavran Misal,12.9346113,77.6935516,Restaurant,"Kaverappa Layout, Bengaluru"
Sri sharana Basaveswara Khanavali,12.9376711,77.693846,Restaurant,"Kaverappa Layout, Bengaluru"
Sri Vishnu Grand,12.9381449,77.6991923,Restaurant,"Kaverappa Layout, Bengaluru"
Girija's Veg And Non Veg,12.9357454,77.7038964,Restaurant,"Kaverappa Layout, Bengaluru"
The Black Pearl Marathahalli,12.9394155,77.6947669,Restaurant,"Kaverappa Layout, Bengaluru"
Slurpy Shakes,12.9350449,77.7019502,Restaurant,"Kaverappa Layout, Bengaluru"
Sashya hotel,12.9338009,77.7006361,Restaurant,"Kaverappa Layout, Bengaluru"
Reddy Restaurant,12.9388068,77.6969889,Restaurant,"Kaverappa Layout, Bengaluru"
Shellista Sports Bar,12.9398137,77.6958508,Restaurant,"Kaverappa Layout, Bengaluru"
Sri Vishnu veg,12.93862,77.6973429,Restaurant,"Kaverappa Layout, Bengaluru"
Ambur Biryani,12.9385525,77.6971556,Restaurant,"Kaverappa Layout, Bengaluru"
Mritun,12.9354759,77.7008034,Restaurant,"Kaverappa Layout, Bengaluru"
Hotel Annapurna,12.9384718,77.6977824,Restaurant,"Kaverappa Layout, Bengaluru"
Maja Kitchen,12.9361151,77.7003258,Restaurant,"Kaverappa Layout, Bengaluru"
Royal Kathmandu Momos,12.9336699,77.6967803,Restaurant,"Kaverappa Layout, Bengaluru"
The Rajas Restaurant,12.9400715,77.6953051,Restaurant,"Kaverappa Layout, Bengaluru"
Curry Leaf,12.9367283,77.704291,Restaurant,"Kaverappa Layout, Bengaluru"
Swadaruchi Namkeen %26 Sweets,12.9370727,77.7022809,Restaurant,"Kaverappa Layout, Bengaluru"
Veg by Nature veg restaurant,12.9351106,77.6939969,Restaurant,"Kaverappa Layout, Bengaluru"
network hotel,12.9353041,77.6945556,Restaurant,"Kaverappa Layout, Bengaluru"
Star Ambur 5 Star Biryani,12.939803,77.695788,Restaurant,"Kaverappa Layout, Bengaluru"
Latha Hotel,12.9338995,77.7039108,Restaurant,"Kaverappa Layout, Bengaluru"
Behrouz Biryani Kadubisanhalli FC,12.9372935,77.6926483,Restaurant,"Kaverappa Layout, Bengaluru"
Chaayos Green Glen Layout,12.9273085,77.6706241,Restaurant,"Kaverappa Layout, Bengaluru"
AJ-125,12.9362124,77.7038076,Restaurant,"Kaverappa Layout, Bengaluru"
Radha Krishna snacks center,12.9353786,77.697196,Restaurant,"Kaverappa Layout, Bengaluru"
Best Of Bengal,12.9401795,77.6959543,Restaurant,"Kaverappa Layout, Bengaluru"
Indiana Burgers,12.9350495,77.7019566,Restaurant,"Kaverappa Layout, Bengaluru"
Float Rooftop Lounge,12.9386631,77.6951058,Restaurant,"Kaverappa Layout, Bengaluru"
Udupi Fast food,12.9339427,77.6929867,Restaurant,"Kaverappa Layout, Bengaluru"
Kerala Hotel %26 Biryani Hou5,12.9385079,77.697646,Restaurant,"Kaverappa Layout, Bengaluru"
Hotel House of food,12.9346796,77.7038619,Restaurant,"Kaverappa Layout, Bengaluru"
Srinivasa andra bakery,12.9349443,77.6909394,Restaurant,"Kaverappa Layout, Bengaluru"
Ultra Biriyani paradise,12.9401388,77.6953936,Restaurant,"Kaverappa Layout, Bengaluru"
MATINEE BAR AND KITCHEN,12.9394507,77.6956669,Restaurant,"Kaverappa Layout, Bengaluru"
Annapurneshwari fast food,12.9394137,77.6952031,Restaurant,"Kaverappa Layout, Bengaluru"
Freshmenu kadubeesanahalli,12.9375701,77.7025753,Restaurant,"Kaverappa Layout, Bengaluru"
Harvis Creamistry,12.937048,77.7022829,Restaurant,"Kaverappa Layout, Bengaluru"
santosh chat center,12.9376789,77.6938836,Restaurant,"Kaverappa Layout, Bengaluru"
Hari Om Samosa,12.9389417,77.6958022,Restaurant,"Kaverappa Layout, Bengaluru"
Dragon chinese,12.9406793,77.6963086,Restaurant,"Kaverappa Layout, Bengaluru"
Delhi Restaurant (Pure Punjabi Taste),12.9386074,77.6948378,Restaurant,"Kaverappa Layout, Bengaluru"
Business,12.9379252,77.6972891,Restaurant,"Kaverappa Layout, Bengaluru"
Raju's Fish Stall,12.938598,77.6969629,Restaurant,"Kaverappa Layout, Bengaluru"
h Driving School,12.9388325,77.6951391,Restaurant,"Kaverappa Layout, Bengaluru"
Domino's Pizza,12.9351058,77.6941321,Restaurant,"Kaverappa Layout, Bengaluru"
Samosa King,12.9378593,77.6928509,Restaurant,"Kaverappa Layout, Bengaluru"
Sher-E-Punjab,12.9396124,77.694799,Restaurant,"Kaverappa Layout, Bengaluru"
Mandya Hotel,12.9383855,77.6979439,Restaurant,"Kaverappa Layout, Bengaluru"
Sanatani,12.9387011,77.6952881,Restaurant,"Kaverappa Layout, Bengaluru"
Yash Chiken Stall,12.935305,77.7038635,Restaurant,"Kaverappa Layout, Bengaluru"
Pelican Pub,12.937927,77.699082,Restaurant,"Kaverappa Layout, Bengaluru"
Chiro,12.9318621,77.6917281,Restaurant,"Kaverappa Layout, Bengaluru"
KFC,12.9338869,77.6923028,Restaurant,"Kaverappa Layout, Bengaluru"
Hotel Sri monjunatha normal,12.9317128,77.6952626,Restaurant,"Kaverappa Layout, Bengaluru"
Maa Vaji Shop,12.938139,77.6988916,Restaurant,"Kaverappa Layout, Bengaluru"
Nilavara Restaurant,12.9402,77.692,Restaurant,"Kaverappa Layout, Bengaluru"
For Food Lovers,12.9292723,77.694723,Restaurant,"Kaverappa Layout, Bengaluru"
Aaha Andhra @ Embassy Tech Village,12.9311589,77.6926422,Restaurant,"Kaverappa Layout, Bengaluru"
Maruthi Andhra Mess,12.9407757,77.6971847,Restaurant,"Kaverappa Layout, Bengaluru"
Cupcake Bliss,12.9350449,77.7019502,Restaurant,"Kaverappa Layout, Bengaluru"
Spicy Punjabi paratha,12.9401378,77.6979765,Restaurant,"Kaverappa Layout, Bengaluru"
Swagruha Andhra Style Restaurant,12.9390844,77.6892051,Restaurant,"Kaverappa Layout, Bengaluru"
Simply More,12.931421,77.6920855,Restaurant,"Kaverappa Layout, Bengaluru"
Faasos Kadubissanahalli,12.9422917,77.6973424,Restaurant,"Kaverappa Layout, Bengaluru"
SGS NON-VEG GUNDU PALAV ( EMBASSY TECH VILLAGE ),12.9312293,77.692838,Restaurant,"Kaverappa Layout, Bengaluru"
Ranga Restaurant,12.9389939,77.688254,Restaurant,"Kaverappa Layout, Bengaluru"
Behrouz Biryani Kadubissanahalli (Bellandur),12.9423124,77.6975172,Restaurant,"Kaverappa Layout, Bengaluru"
CHAI ERA,12.9352243,77.6939989,Restaurant,"Kaverappa Layout, Bengaluru"
New Hyderabad House,12.9401362,77.6926639,Restaurant,"Kaverappa Layout, Bengaluru"
Panoor Restaurant,12.9305583,77.6849934,Restaurant,"Kaverappa Layout, Bengaluru"
New Cisco Cafeteria(Inside Cisco campus),12.9339071,77.6962084,Restaurant,"Kaverappa Layout, Bengaluru"
Arion - Restaurant %26 Caf%C3%A9,12.9312428,77.6847887,Restaurant,"Kaverappa Layout, Bengaluru"
Ladhidh-Bay,12.9428144,77.7000324,Restaurant,"Kaverappa Layout, Bengaluru"
Bangarpet Chats,12.9363853,77.7039066,Restaurant,"Kaverappa Layout, Bengaluru"
Biriyani and tandoor junction,12.9366617,77.7032439,Restaurant,"Kaverappa Layout, Bengaluru"
Spring Systems Private Limited,12.9390669,77.6942706,Restaurant,"Kaverappa Layout, Bengaluru"
Domino's Pizza,12.9427525,77.694767,Restaurant,"Kaverappa Layout, Bengaluru"
TBC Sky Lounge,12.9418102,77.6971022,Restaurant,"Kaverappa Layout, Bengaluru"
W XYZ(SM) Bar,12.937444,77.695236,Restaurant,"Kaverappa Layout, Bengaluru"
Zest Restaurant,12.9324758,77.6855761,Restaurant,"Kaverappa Layout, Bengaluru"
Nalaas MultiCusine Family Restaurant,12.9316236,77.6848161,Restaurant,"Kaverappa Layout, Bengaluru"
Mirapakaya,12.9280796,77.6925255,Restaurant,"Kaverappa Layout, Bengaluru"
Bhagini Andhra Restaurant,12.9301279,77.6857739,Restaurant,"Kaverappa Layout, Bengaluru"
Walter's cafe,12.9339342,77.6929015,Restaurant,"Kaverappa Layout, Bengaluru"
Caf%C3%A9 Oye Lassi - Kadubeesanahalli,12.9388091,77.6970003,Restaurant,"Kaverappa Layout, Bengaluru"
UDUPI NALAPAKA %E0%B2%89%E0%B2%A1%E0%B3%81%E0%B2%AA%E0%B2%BF %E0%B2%A8%E0%B2%B3%E0%B2%AA%E0%B2%BE%E0%B2%95,12.9314813,77.6860584,Restaurant,"Kaverappa Layout, Bengaluru"
Ganesh Fast Food,12.9395709,77.6950147,Restaurant,"Kaverappa Layout, Bengaluru"
Fenix - Sunray Hotel,12.9424572,77.6982368,Restaurant,"Kaverappa Layout, Bengaluru"
Justbake Cessna Tech Park,12.9352455,77.6940089,Restaurant,"Kaverappa Layout, Bengaluru"
Kritunga Restaurant,12.947834,77.699414,Restaurant,"Kaverappa Layout, Bengaluru"
Patz Kitchen,12.9278005,77.688699,Restaurant,"Kaverappa Layout, Bengaluru"
SSSG Restaurant,12.9306955,77.6850576,Restaurant,"Kaverappa Layout, Bengaluru"
Sri Vishnu Priya Veg,12.9269396,77.6948687,Restaurant,"Kaverappa Layout, Bengaluru"
Tenavi Restaurant,12.9508082,77.6938642,Restaurant,"Kaverappa Layout, Bengaluru"
Magma cakes,12.9351553,77.7011226,Restaurant,"Kaverappa Layout, Bengaluru"
Hotel Taj Palace,12.9278016,77.6949219,Restaurant,"Kaverappa Layout, Bengaluru"
Juice Junction,12.9387413,77.6972179,Restaurant,"Kaverappa Layout, Bengaluru"
Red Rose Cafe,12.9383192,77.698472,Restaurant,"Kaverappa Layout, Bengaluru"
Cisco Club House,12.9357709,77.6963816,Restaurant,"Kaverappa Layout, Bengaluru"
Onesta,12.9506845,77.699941,Restaurant,"Kaverappa Layout, Bengaluru"
the cake street,12.9351238,77.7013425,Restaurant,"Kaverappa Layout, Bengaluru"
Sweet Truth Kadubisanhalli,12.93703,77.692917,Restaurant,"Kaverappa Layout, Bengaluru"
Restaurant,12.9382552,77.7148692,Restaurant,"Kaverappa Layout, Bengaluru"
Domino's Pizza,12.9275916,77.6921495,Restaurant,"Kaverappa Layout, Bengaluru"
Chai Point,12.9330712,77.6954701,Restaurant,"Kaverappa Layout, Bengaluru"
Kasaniya Restaurant and Fast Food,12.9501574,77.6977913,Restaurant,"Kaverappa Layout, Bengaluru"
Andra Style Restaurant,12.9483322,77.7056095,Restaurant,"Kaverappa Layout, Bengaluru"
Caf%C3%A9 Coffee Day - Cisco Sarjapur,12.9352534,77.695673,Restaurant,"Kaverappa Layout, Bengaluru"
POORVA RESTAURANT,12.9486465,77.7042735,Restaurant,"Kaverappa Layout, Bengaluru"
HAVELI RESTAURANT,12.9360036,77.6808128,Restaurant,"Kaverappa Layout, Bengaluru"
Basaveshwara Khanavali,12.9270867,77.6778996,Restaurant,"Kaverappa Layout, Bengaluru"
Ambur Biryani,12.9268883,77.6949108,Restaurant,"Kaverappa Layout, Bengaluru"
Spicy House Restaurant,12.9531305,77.6980736,Restaurant,"Kaverappa Layout, Bengaluru"
R J Food Point,12.9514723,77.6987907,Restaurant,"Kaverappa Layout, Bengaluru"
Ziyu Restaurant,12.9258887,77.6769226,Restaurant,"Kaverappa Layout, Bengaluru"
Kaka Singh restaurant,12.918756,77.6851939,Restaurant,"Kaverappa Layout, Bengaluru"
Lunch and Dinner,12.9514664,77.6988309,Restaurant,"Kaverappa Layout, Bengaluru"
Satakarni restaurant,12.954412,77.6979749,Restaurant,"Kaverappa Layout, Bengaluru"
Lekshitha Hotel,12.9509639,77.7034383,Restaurant,"Kaverappa Layout, Bengaluru"
Kerala Tiffin,12.9191674,77.6966729,Restaurant,"Kaverappa Layout, Bengaluru"
Maaia - Where The Flavours Speak,12.9262584,77.6690791,Restaurant,"Kaverappa Layout, Bengaluru"
Aradhana Multi Cuisine Restaurant,12.9519495,77.7001471,Restaurant,"Kaverappa Layout, Bengaluru"
Tea Break,12.9361206,77.6934098,Restaurant,"Kaverappa Layout, Bengaluru"
Chaayos Green Glen Layout,12.9273085,77.6706241,Restaurant,"Kaverappa Layout, Bengaluru"
HAVAELI RESTO,12.9468798,77.6812771,Restaurant,"Kaverappa Layout, Bengaluru"
Gowdara Mane Oota,12.9246926,77.6745482,Restaurant,"Kaverappa Layout, Bengaluru"
Muthashi Restaurant,12.9245393,77.6703562,Restaurant,"Kaverappa Layout, Bengaluru"
Bangaluru square,12.95815,77.7022784,Restaurant,"Kaverappa Layout, Bengaluru"
California Burrito Goldman Sachs Campus,12.9370244,77.6887786,Restaurant,"Kaverappa Layout, Bengaluru"
